Title,track_id,artist,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
"Piano Concerto No. 24 in C Minor, K. 491: II. Larghetto",2CRHFIvcPafAeZ2xjtRymD,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.308,0.0363,3,-30.749,1,0.0346,0.985,0.903,0.119,0.123,117.969,audio_features,2CRHFIvcPafAeZ2xjtRymD,spotify:track:2CRHFIvcPafAeZ2xjtRymD,https://api.spotify.com/v1/tracks/2CRHFIvcPafAeZ2xjtRymD,https://api.spotify.com/v1/audio-analysis/2CRHFIvcPafAeZ2xjtRymD,383933,4,classical music
"Piano Concerto No. 24 in C Minor, K. 491: III. Allegretto",5BsdJWUsoHRw8c16TZrpFZ,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.328,0.0977,8,-29.274,1,0.035,0.978,0.889,0.119,0.208,144.441,audio_features,5BsdJWUsoHRw8c16TZrpFZ,spotify:track:5BsdJWUsoHRw8c16TZrpFZ,https://api.spotify.com/v1/tracks/5BsdJWUsoHRw8c16TZrpFZ,https://api.spotify.com/v1/audio-analysis/5BsdJWUsoHRw8c16TZrpFZ,549613,4,classical music
"String Quartet No. 15 in D Minor, K. 421: I. Allegro",5W0fWKfnEdpBORcvZ108wL,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.279,0.102,2,-17.465,0,0.0472,0.969,0.818,0.115,0.262,175.059,audio_features,5W0fWKfnEdpBORcvZ108wL,spotify:track:5W0fWKfnEdpBORcvZ108wL,https://api.spotify.com/v1/tracks/5W0fWKfnEdpBORcvZ108wL,https://api.spotify.com/v1/audio-analysis/5W0fWKfnEdpBORcvZ108wL,442480,4,classical music
"String Quartet No. 15 in D Minor, K. 421: II. Andante",2WWY2PkVKRmbruqKXQcXEn,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.313,0.0155,5,-23.484,1,0.0539,0.976,0.243,0.0815,0.19,104.459,audio_features,2WWY2PkVKRmbruqKXQcXEn,spotify:track:2WWY2PkVKRmbruqKXQcXEn,https://api.spotify.com/v1/tracks/2WWY2PkVKRmbruqKXQcXEn,https://api.spotify.com/v1/audio-analysis/2WWY2PkVKRmbruqKXQcXEn,334133,3,classical music
"String Quartet No. 15 in D Minor, K. 421: III. Minuetto",21uFlInAjlYV2KeW5Bn3hg,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.425,0.0379,2,-16.18,1,0.0417,0.935,0.323,0.0993,0.172,103.1,audio_features,21uFlInAjlYV2KeW5Bn3hg,spotify:track:21uFlInAjlYV2KeW5Bn3hg,https://api.spotify.com/v1/tracks/21uFlInAjlYV2KeW5Bn3hg,https://api.spotify.com/v1/audio-analysis/21uFlInAjlYV2KeW5Bn3hg,260747,4,classical music
"String Quartet No. 15 in D Minor, K. 421: IV. Allegretto ma non troppo",34WwIoJmqf6jGh0qLfGE79,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.396,0.08,2,-18.902,0,0.0518,0.962,0.562,0.164,0.244,112.262,audio_features,34WwIoJmqf6jGh0qLfGE79,spotify:track:34WwIoJmqf6jGh0qLfGE79,https://api.spotify.com/v1/tracks/34WwIoJmqf6jGh0qLfGE79,https://api.spotify.com/v1/audio-analysis/34WwIoJmqf6jGh0qLfGE79,525707,4,classical music
"Missa solemnis in C Minor, K. 139 ""Orphanage mass"": I. Kyrie",6gMxXpJocXZQ3dXBOfNUcP,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.186,0.0984,10,-20.732,0,0.0404,0.987,0.514,0.164,0.0327,127.537,audio_features,6gMxXpJocXZQ3dXBOfNUcP,spotify:track:6gMxXpJocXZQ3dXBOfNUcP,https://api.spotify.com/v1/tracks/6gMxXpJocXZQ3dXBOfNUcP,https://api.spotify.com/v1/audio-analysis/6gMxXpJocXZQ3dXBOfNUcP,86267,4,classical music
"Rondo in A Minor, K. 511",48FIf2k0xSZyhSAGkAbm7V,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.291,0.0692,5,-28.654,1,0.0421,0.99,0.901,0.0938,0.166,120.792,audio_features,48FIf2k0xSZyhSAGkAbm7V,spotify:track:48FIf2k0xSZyhSAGkAbm7V,https://api.spotify.com/v1/tracks/48FIf2k0xSZyhSAGkAbm7V,https://api.spotify.com/v1/audio-analysis/48FIf2k0xSZyhSAGkAbm7V,542211,3,classical music
"Fantasia in D Minor, K. 397",2zlao7fIH1dbisz8NaC2T9,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.397,0.0374,2,-26.592,1,0.0641,0.992,0.89,0.0715,0.175,122.895,audio_features,2zlao7fIH1dbisz8NaC2T9,spotify:track:2zlao7fIH1dbisz8NaC2T9,https://api.spotify.com/v1/tracks/2zlao7fIH1dbisz8NaC2T9,https://api.spotify.com/v1/audio-analysis/2zlao7fIH1dbisz8NaC2T9,338187,4,classical music
"Maurerische Trauermusik in C Minor, K. 477",4pjc3DAMvEv1tUtrI2iT9y,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.176,0.0511,0,-21.574,0,0.0355,0.966,0.887,0.132,0.0395,85.571,audio_features,4pjc3DAMvEv1tUtrI2iT9y,spotify:track:4pjc3DAMvEv1tUtrI2iT9y,https://api.spotify.com/v1/tracks/4pjc3DAMvEv1tUtrI2iT9y,https://api.spotify.com/v1/audio-analysis/4pjc3DAMvEv1tUtrI2iT9y,215533,4,classical music
"Schubert's Impromptus, S. 565b: No. 4 in A-Flat Major",5eOC0GATfjzmlJCG7V6tnp,Franz Liszt,1385hLNbrnbCJGokfH2ac2,0.369,0.0211,8,-24.694,1,0.0455,0.993,0.843,0.23,0.169,68.692,audio_features,5eOC0GATfjzmlJCG7V6tnp,spotify:track:5eOC0GATfjzmlJCG7V6tnp,https://api.spotify.com/v1/tracks/5eOC0GATfjzmlJCG7V6tnp,https://api.spotify.com/v1/audio-analysis/5eOC0GATfjzmlJCG7V6tnp,274280,4,classical music
"Hungarian Rhapsodies, S. 244: No. 2 in C-Sharp Minor",2JNWrNt3SLwgdvjAiCzlhA,Franz Liszt,1385hLNbrnbCJGokfH2ac2,0.455,0.0498,1,-22.874,1,0.129,0.993,0.777,0.387,0.146,59.015,audio_features,2JNWrNt3SLwgdvjAiCzlhA,spotify:track:2JNWrNt3SLwgdvjAiCzlhA,https://api.spotify.com/v1/tracks/2JNWrNt3SLwgdvjAiCzlhA,https://api.spotify.com/v1/audio-analysis/2JNWrNt3SLwgdvjAiCzlhA,632933,3,classical music
"2 Konzertetüden, S. 145: No. 2, Gnomenreigen",374P8IraFsWMCj0wi7gzv1,Franz Liszt,1385hLNbrnbCJGokfH2ac2,0.405,0.0731,6,-22.905,1,0.0692,0.993,0.732,0.099,0.418,66.423,audio_features,374P8IraFsWMCj0wi7gzv1,spotify:track:374P8IraFsWMCj0wi7gzv1,https://api.spotify.com/v1/tracks/374P8IraFsWMCj0wi7gzv1,https://api.spotify.com/v1/audio-analysis/374P8IraFsWMCj0wi7gzv1,191133,4,classical music
"12 Lieder von Franz Schubert, S. 558: No. 9, Ständchen von Shakespeare",2eONnhtaHFlZWh1giwHy6t,Franz Liszt,1385hLNbrnbCJGokfH2ac2,0.282,0.0088,2,-22.342,1,0.0464,0.996,0.913,0.0644,0.124,70.037,audio_features,2eONnhtaHFlZWh1giwHy6t,spotify:track:2eONnhtaHFlZWh1giwHy6t,https://api.spotify.com/v1/tracks/2eONnhtaHFlZWh1giwHy6t,https://api.spotify.com/v1/audio-analysis/2eONnhtaHFlZWh1giwHy6t,267320,4,classical music
"Keyboard Sonata in D Minor, K. 9 (Arr. C. Tausig)",5MWrQMR5tbFirrs3on6lBL,Domenico Scarlatti,0mFblCBw0GcoY7zY1P8tzE,0.496,0.0128,4,-27.263,0,0.0479,0.995,0.55,0.307,0.477,76.02,audio_features,5MWrQMR5tbFirrs3on6lBL,spotify:track:5MWrQMR5tbFirrs3on6lBL,https://api.spotify.com/v1/tracks/5MWrQMR5tbFirrs3on6lBL,https://api.spotify.com/v1/audio-analysis/5MWrQMR5tbFirrs3on6lBL,244400,4,classical music
"Pièces de Clavecin, Suite No. 3: I. Le coucou",0vbzWXxsx1xH0H1cTMrG2Y,Louis-Claude Daquin,35eG5pVUcUcmYLmWBlNTpN,0.316,0.0264,4,-30.16,0,0.0523,0.995,0.938,0.154,0.793,137.092,audio_features,0vbzWXxsx1xH0H1cTMrG2Y,spotify:track:0vbzWXxsx1xH0H1cTMrG2Y,https://api.spotify.com/v1/tracks/0vbzWXxsx1xH0H1cTMrG2Y,https://api.spotify.com/v1/audio-analysis/0vbzWXxsx1xH0H1cTMrG2Y,127293,3,classical music
"Suite in E Major, HWV 430: IV. Air & 5 Variations ""The Harmonious Blacksmith""",3THuCiTgS22EIkqy89POlp,George Frideric Handel,1QL7yTHrdahRMpvNtn6rI2,0.328,0.0326,4,-27.601,1,0.0347,0.995,0.897,0.0932,0.323,96.193,audio_features,3THuCiTgS22EIkqy89POlp,spotify:track:3THuCiTgS22EIkqy89POlp,https://api.spotify.com/v1/tracks/3THuCiTgS22EIkqy89POlp,https://api.spotify.com/v1/audio-analysis/3THuCiTgS22EIkqy89POlp,260933,4,classical music
"Piano Sonata No. 11 in A Major, K. 331 (Excerpts): I. Tema con variazione",6CJWxZC3vyC1gtS1ZIcvy0,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.379,0.016,9,-27.46,1,0.0623,0.995,0.751,0.391,0.299,76.21,audio_features,6CJWxZC3vyC1gtS1ZIcvy0,spotify:track:6CJWxZC3vyC1gtS1ZIcvy0,https://api.spotify.com/v1/tracks/6CJWxZC3vyC1gtS1ZIcvy0,https://api.spotify.com/v1/audio-analysis/6CJWxZC3vyC1gtS1ZIcvy0,248707,4,classical music
"Piano Sonata No. 11 in A Major, K. 331 (Excerpts): III. Alla turca",16EB4Pzj37VgA6RdydzQ0M,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.538,0.0416,2,-23.448,1,0.0914,0.995,0.923,0.0831,0.62,136.756,audio_features,16EB4Pzj37VgA6RdydzQ0M,spotify:track:16EB4Pzj37VgA6RdydzQ0M,https://api.spotify.com/v1/tracks/16EB4Pzj37VgA6RdydzQ0M,https://api.spotify.com/v1/audio-analysis/16EB4Pzj37VgA6RdydzQ0M,140827,4,classical music
"Orfeo ed Euridice, Wq. 30: Mélodie Dance of the Blessed Spirits (Arr. G. Sgambati for Solo Piano)",3ThC05UlkwqRVlQj699lYD,Christoph Willibald Gluck,7vfydQ0nVBVgJ0ajs8EtRM,0.443,0.00593,2,-24.208,0,0.0427,0.996,0.724,0.0798,0.156,129.19,audio_features,3ThC05UlkwqRVlQj699lYD,spotify:track:3ThC05UlkwqRVlQj699lYD,https://api.spotify.com/v1/tracks/3ThC05UlkwqRVlQj699lYD,https://api.spotify.com/v1/audio-analysis/3ThC05UlkwqRVlQj699lYD,213800,3,classical music
"The Ruins of Athens, Op. 113: IV. Marcia alla turca (Arr. A. Rubenstein for Piano)",3KAZplEoJODAz29TFPbNaD,Ludwig van Beethoven,2wOqMjp9TyABvtHdOSOTUS,0.628,0.111,10,-15.249,1,0.295,0.978,0.605,0.079,0.304,170.278,audio_features,3KAZplEoJODAz29TFPbNaD,spotify:track:3KAZplEoJODAz29TFPbNaD,https://api.spotify.com/v1/tracks/3KAZplEoJODAz29TFPbNaD,https://api.spotify.com/v1/audio-analysis/3KAZplEoJODAz29TFPbNaD,190493,4,classical music
"32 Variations on an Original Theme in C Minor, WoO 80",4ieMPfaR6iPsnUVf2Euydv,Ludwig van Beethoven,2wOqMjp9TyABvtHdOSOTUS,0.366,0.0285,0,-25.565,1,0.0436,0.993,0.781,0.174,0.0622,94.278,audio_features,4ieMPfaR6iPsnUVf2Euydv,spotify:track:4ieMPfaR6iPsnUVf2Euydv,https://api.spotify.com/v1/tracks/4ieMPfaR6iPsnUVf2Euydv,https://api.spotify.com/v1/audio-analysis/4ieMPfaR6iPsnUVf2Euydv,478787,3,classical music
"Violin Sonata, No. 8 in G Major, Op. 30 No. 3: I. Allegro assai",4OuAymMv3tImbruwegN6iF,Ludwig van Beethoven,2wOqMjp9TyABvtHdOSOTUS,0.521,0.116,7,-18.661,1,0.0661,0.974,0.428,0.0972,0.423,141.393,audio_features,4OuAymMv3tImbruwegN6iF,spotify:track:4OuAymMv3tImbruwegN6iF,https://api.spotify.com/v1/tracks/4OuAymMv3tImbruwegN6iF,https://api.spotify.com/v1/audio-analysis/4OuAymMv3tImbruwegN6iF,281627,4,classical music
"Violin Sonata, No. 8 in G Major, Op. 30 No. 3: II. Tempo di menuetto, ma molto moderato e grazioso",5JSfFeBrOU19qhAWl848Ja,Ludwig van Beethoven,2wOqMjp9TyABvtHdOSOTUS,0.298,0.0433,3,-20.646,1,0.0516,0.991,0.699,0.191,0.25,81.612,audio_features,5JSfFeBrOU19qhAWl848Ja,spotify:track:5JSfFeBrOU19qhAWl848Ja,https://api.spotify.com/v1/tracks/5JSfFeBrOU19qhAWl848Ja,https://api.spotify.com/v1/audio-analysis/5JSfFeBrOU19qhAWl848Ja,445067,4,classical music
"Rachmaninov: Symphony No. 3 in A Minor, Op. 44: II. Adagio ma non troppo - Allegro vivace",5kxD327PkM5ygRe1Dl22cr,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.203,0.0444,3,-27.36,0,0.0447,0.915,0.744,0.0978,0.0391,117.361,audio_features,5kxD327PkM5ygRe1Dl22cr,spotify:track:5kxD327PkM5ygRe1Dl22cr,https://api.spotify.com/v1/tracks/5kxD327PkM5ygRe1Dl22cr,https://api.spotify.com/v1/audio-analysis/5kxD327PkM5ygRe1Dl22cr,736133,4,classical music
"Symphony No. 2 in E Minor, Op. 27: III. Adagio",69zZDJOv5rV9oTXdQVs4yV,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.0681,0.0453,9,-23.096,1,0.0421,0.963,0.861,0.0892,0.0332,74.946,audio_features,69zZDJOv5rV9oTXdQVs4yV,spotify:track:69zZDJOv5rV9oTXdQVs4yV,https://api.spotify.com/v1/tracks/69zZDJOv5rV9oTXdQVs4yV,https://api.spotify.com/v1/audio-analysis/69zZDJOv5rV9oTXdQVs4yV,922213,3,classical music
"Piano Concerto No. 3 in D Minor, Op. 30: 2. Intermezzo. Adagio - Live",27bPptO4UqvFq1MZCh76UO,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.256,0.13,8,-20.391,1,0.033,0.989,0.922,0.341,0.0375,83.547,audio_features,27bPptO4UqvFq1MZCh76UO,spotify:track:27bPptO4UqvFq1MZCh76UO,https://api.spotify.com/v1/tracks/27bPptO4UqvFq1MZCh76UO,https://api.spotify.com/v1/audio-analysis/27bPptO4UqvFq1MZCh76UO,676955,4,classical music
"Symphony No. 3 in A Minor, Op. 44: I. Lento - Allegro moderato - Allegro",7q2oPDuH9sbtGrl2dNepOb,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.0906,0.0213,9,-27.755,0,0.0432,0.945,0.711,0.0725,0.0387,73.341,audio_features,7q2oPDuH9sbtGrl2dNepOb,spotify:track:7q2oPDuH9sbtGrl2dNepOb,https://api.spotify.com/v1/tracks/7q2oPDuH9sbtGrl2dNepOb,https://api.spotify.com/v1/audio-analysis/7q2oPDuH9sbtGrl2dNepOb,1064933,4,classical music
"Sonata In G Minor For Cello & Piano, Op. 19: 3. Andante",32LjldPPuJdDkFhoyGMLFS,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.177,0.0367,3,-25.027,1,0.0388,0.99,0.905,0.0965,0.0644,65.995,audio_features,32LjldPPuJdDkFhoyGMLFS,spotify:track:32LjldPPuJdDkFhoyGMLFS,https://api.spotify.com/v1/tracks/32LjldPPuJdDkFhoyGMLFS,https://api.spotify.com/v1/audio-analysis/32LjldPPuJdDkFhoyGMLFS,343587,4,classical music
"Vocalise, Op. 34, No. 14 - Version For Cello And Piano",092Zl8RpANG3tNaMANorGi,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.159,0.0896,4,-21.128,0,0.0446,0.995,0.92,0.058,0.0538,88.906,audio_features,092Zl8RpANG3tNaMANorGi,spotify:track:092Zl8RpANG3tNaMANorGi,https://api.spotify.com/v1/tracks/092Zl8RpANG3tNaMANorGi,https://api.spotify.com/v1/audio-analysis/092Zl8RpANG3tNaMANorGi,424667,4,classical music
"Prélude In G-Sharp Minor, Op.32, No.12 - Live",6CTPF9S5GbHBoucb2wca7q,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.201,0.0427,4,-25.61,1,0.0397,0.993,0.884,0.62,0.0388,68.825,audio_features,6CTPF9S5GbHBoucb2wca7q,spotify:track:6CTPF9S5GbHBoucb2wca7q,https://api.spotify.com/v1/tracks/6CTPF9S5GbHBoucb2wca7q,https://api.spotify.com/v1/audio-analysis/6CTPF9S5GbHBoucb2wca7q,152533,4,classical music
"Piano Concerto No. 3 in D Minor, Op. 30: I. Allegro ma non tanto - Live",636vk4x62hzOZ667m9qBmY,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.17,0.054,10,-26.959,1,0.0401,0.985,0.919,0.0946,0.0508,73.884,audio_features,636vk4x62hzOZ667m9qBmY,spotify:track:636vk4x62hzOZ667m9qBmY,https://api.spotify.com/v1/tracks/636vk4x62hzOZ667m9qBmY,https://api.spotify.com/v1/audio-analysis/636vk4x62hzOZ667m9qBmY,950280,4,classical music
"Symphony No. 1 in D Minor, Op. 13: IV. Allegro con fuoco",7GDgHEkShEautLkyGzntmx,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.178,0.162,2,-20.014,1,0.0443,0.848,0.837,0.115,0.0453,78.213,audio_features,7GDgHEkShEautLkyGzntmx,spotify:track:7GDgHEkShEautLkyGzntmx,https://api.spotify.com/v1/tracks/7GDgHEkShEautLkyGzntmx,https://api.spotify.com/v1/audio-analysis/7GDgHEkShEautLkyGzntmx,832507,4,classical music
"Piano Concerto No. 2 in C Minor, Op. 18: I. Moderato",7fcDQg8prLdJwim6Ey7neB,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.124,0.106,0,-22.245,0,0.0394,0.972,0.919,0.0802,0.0456,78.658,audio_features,7fcDQg8prLdJwim6Ey7neB,spotify:track:7fcDQg8prLdJwim6Ey7neB,https://api.spotify.com/v1/tracks/7fcDQg8prLdJwim6Ey7neB,https://api.spotify.com/v1/audio-analysis/7fcDQg8prLdJwim6Ey7neB,599653,4,classical music
"The Isle of the Dead, Op. 29",1lWoPg6qu3RNLeXkt1OPmh,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.0725,0.0488,10,-22.31,1,0.0426,0.92,0.893,0.0624,0.0343,79.327,audio_features,1lWoPg6qu3RNLeXkt1OPmh,spotify:track:1lWoPg6qu3RNLeXkt1OPmh,https://api.spotify.com/v1/tracks/1lWoPg6qu3RNLeXkt1OPmh,https://api.spotify.com/v1/audio-analysis/1lWoPg6qu3RNLeXkt1OPmh,1120000,3,classical music
"Symphony No. 1 in D Minor, Op. 13: I. Grave - Allegro ma non troppo",2fZ5T4b4E8CwRd9Pp39ipO,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.142,0.0788,10,-21.134,1,0.0424,0.903,0.831,0.0831,0.0449,70.776,audio_features,2fZ5T4b4E8CwRd9Pp39ipO,spotify:track:2fZ5T4b4E8CwRd9Pp39ipO,https://api.spotify.com/v1/tracks/2fZ5T4b4E8CwRd9Pp39ipO,https://api.spotify.com/v1/audio-analysis/2fZ5T4b4E8CwRd9Pp39ipO,815120,4,classical music
"Rachmaninov: Symphony No. 2 in E Minor, Op. 27: I. Largo - Allegro moderato",2GHBexRaFIYlPAassu471z,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.122,0.0388,4,-25.794,0,0.04,0.924,0.804,0.176,0.0363,96.28,audio_features,2GHBexRaFIYlPAassu471z,spotify:track:2GHBexRaFIYlPAassu471z,https://api.spotify.com/v1/tracks/2GHBexRaFIYlPAassu471z,https://api.spotify.com/v1/audio-analysis/2GHBexRaFIYlPAassu471z,1402827,4,classical music
"Morceaux de fantaisie, Op. 3: No. 2, Prelude in C-Sharp Minor",3jyko3okSMjZbIGdElSQN5,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.423,0.0639,9,-19.414,1,0.0594,0.991,0.926,0.0772,0.0408,91.109,audio_features,3jyko3okSMjZbIGdElSQN5,spotify:track:3jyko3okSMjZbIGdElSQN5,https://api.spotify.com/v1/tracks/3jyko3okSMjZbIGdElSQN5,https://api.spotify.com/v1/audio-analysis/3jyko3okSMjZbIGdElSQN5,264747,4,classical music
"13 Preludes, Op. 32: No. 2 in B-Flat Minor: Allegretto",6qUuxymCYM1mKDYcvKjJty,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.255,0.00741,10,-30.422,0,0.0383,0.995,0.93,0.0702,0.0856,74.456,audio_features,6qUuxymCYM1mKDYcvKjJty,spotify:track:6qUuxymCYM1mKDYcvKjJty,https://api.spotify.com/v1/tracks/6qUuxymCYM1mKDYcvKjJty,https://api.spotify.com/v1/audio-analysis/6qUuxymCYM1mKDYcvKjJty,239640,4,classical music
"Symphonic Dances, Op. 45: I. Non allegro",4VwklVCXLNuSysyO1I1jLx,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.257,0.11,9,-21.686,1,0.04,0.963,0.862,0.0799,0.0626,128.205,audio_features,4VwklVCXLNuSysyO1I1jLx,spotify:track:4VwklVCXLNuSysyO1I1jLx,https://api.spotify.com/v1/tracks/4VwklVCXLNuSysyO1I1jLx,https://api.spotify.com/v1/audio-analysis/4VwklVCXLNuSysyO1I1jLx,687427,4,classical music
"Piano Concerto No. 1 in F sharp minor, Op. 1: Allegro vivace",21DQekPwizcD6RaxfQai8W,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.283,0.0973,5,-24.998,0,0.037,0.986,0.911,0.137,0.0859,78.682,audio_features,21DQekPwizcD6RaxfQai8W,spotify:track:21DQekPwizcD6RaxfQai8W,https://api.spotify.com/v1/tracks/21DQekPwizcD6RaxfQai8W,https://api.spotify.com/v1/audio-analysis/21DQekPwizcD6RaxfQai8W,495760,4,classical music
"Piano Sonata No. 1 in D Minor, Op. 28: II. Lento",3ofN8zvOSASkfut4FkyQi1,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.188,0.00811,10,-35.251,1,0.0417,0.993,0.941,0.0621,0.0389,80.097,audio_features,3ofN8zvOSASkfut4FkyQi1,spotify:track:3ofN8zvOSASkfut4FkyQi1,https://api.spotify.com/v1/tracks/3ofN8zvOSASkfut4FkyQi1,https://api.spotify.com/v1/audio-analysis/3ofN8zvOSASkfut4FkyQi1,597920,4,classical music
"Francesca da Rimini, Op. 25, Scene II: Moderato",25BqAvMZsu88k3sdOZ04xj,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.157,0.0414,8,-28.365,1,0.0432,0.974,0.563,0.188,0.0358,135.039,audio_features,25BqAvMZsu88k3sdOZ04xj,spotify:track:25BqAvMZsu88k3sdOZ04xj,https://api.spotify.com/v1/tracks/25BqAvMZsu88k3sdOZ04xj,https://api.spotify.com/v1/audio-analysis/25BqAvMZsu88k3sdOZ04xj,154533,3,classical music
"Vocalise, Op. 34, No. 14 (Arr. for Piano by Trifonov )",6lfVzrLiqVImg3JoxbM3wv,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.238,0.00503,10,-33.486,0,0.0368,0.994,0.88,0.135,0.0666,68.684,audio_features,6lfVzrLiqVImg3JoxbM3wv,spotify:track:6lfVzrLiqVImg3JoxbM3wv,https://api.spotify.com/v1/tracks/6lfVzrLiqVImg3JoxbM3wv,https://api.spotify.com/v1/audio-analysis/6lfVzrLiqVImg3JoxbM3wv,214440,4,classical music
"Piano Concerto No. 4 in G Minor, Op. 40: I. Allegro vivace",4ZqAGvfD8lubQ1P6BS8WrJ,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.182,0.0835,3,-21.888,1,0.0334,0.99,0.897,0.118,0.0495,83.592,audio_features,4ZqAGvfD8lubQ1P6BS8WrJ,spotify:track:4ZqAGvfD8lubQ1P6BS8WrJ,https://api.spotify.com/v1/tracks/4ZqAGvfD8lubQ1P6BS8WrJ,https://api.spotify.com/v1/audio-analysis/4ZqAGvfD8lubQ1P6BS8WrJ,613467,4,classical music
"6 Moments musicaux, Op. 16: No. 5, Adagio sostenuto",36VDSafpIzkgc9VTP23Fti,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.367,0.00259,1,-36.931,1,0.042,0.99,0.867,0.108,0.038,68.082,audio_features,36VDSafpIzkgc9VTP23Fti,spotify:track:36VDSafpIzkgc9VTP23Fti,https://api.spotify.com/v1/tracks/36VDSafpIzkgc9VTP23Fti,https://api.spotify.com/v1/audio-analysis/36VDSafpIzkgc9VTP23Fti,246507,3,classical music
"10 Preludes, Op. 23: No. 5 in G Minor: Alla marcia",0dwRX7z5Yzr1K96QhAKOBh,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.376,0.164,7,-20.524,0,0.0353,0.992,0.875,0.133,0.134,114.233,audio_features,0dwRX7z5Yzr1K96QhAKOBh,spotify:track:0dwRX7z5Yzr1K96QhAKOBh,https://api.spotify.com/v1/tracks/0dwRX7z5Yzr1K96QhAKOBh,https://api.spotify.com/v1/audio-analysis/0dwRX7z5Yzr1K96QhAKOBh,233920,5,classical music
"Symphony No. 1 in D Minor, Op. 13: II. Allegro animato",24Ixwflh7c1oM3ESO28yT6,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.217,0.013,5,-31.208,1,0.0328,0.94,0.856,0.105,0.0375,81.186,audio_features,24Ixwflh7c1oM3ESO28yT6,spotify:track:24Ixwflh7c1oM3ESO28yT6,https://api.spotify.com/v1/tracks/24Ixwflh7c1oM3ESO28yT6,https://api.spotify.com/v1/audio-analysis/24Ixwflh7c1oM3ESO28yT6,572000,3,classical music
3 Old Viennese Dances: Kreisler - Liebesleid,4XvB9KQBJaW3tmvCcGagKX,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.273,0.0285,9,-28.514,1,0.0399,0.994,0.924,0.153,0.0701,176.753,audio_features,4XvB9KQBJaW3tmvCcGagKX,spotify:track:4XvB9KQBJaW3tmvCcGagKX,https://api.spotify.com/v1/tracks/4XvB9KQBJaW3tmvCcGagKX,https://api.spotify.com/v1/audio-analysis/4XvB9KQBJaW3tmvCcGagKX,302800,4,classical music
"Rachmaninov: Piano Concerto No. 1 in F-Sharp Minor, Op. 1: I. Vivace",1q9ubMogJApIYPF6iztNST,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.226,0.117,6,-22.395,0,0.0355,0.984,0.889,0.103,0.0391,84.016,audio_features,1q9ubMogJApIYPF6iztNST,spotify:track:1q9ubMogJApIYPF6iztNST,https://api.spotify.com/v1/tracks/1q9ubMogJApIYPF6iztNST,https://api.spotify.com/v1/audio-analysis/1q9ubMogJApIYPF6iztNST,726447,4,classical music
