Title,track_id,artist,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
Coal Miner's Daughter - Single Version,3mM14WXoPaLRjjkmxHe99L,Loretta Lynn,1FE0rls8gfQT3laAeRYNgl,0.604,0.354,9,-14.07,1,0.0313,0.836,0.00474,0.103,0.635,137.349,audio_features,3mM14WXoPaLRjjkmxHe99L,spotify:track:3mM14WXoPaLRjjkmxHe99L,https://api.spotify.com/v1/tracks/3mM14WXoPaLRjjkmxHe99L,https://api.spotify.com/v1/audio-analysis/3mM14WXoPaLRjjkmxHe99L,180960,4,country
Lookin' For Love,1dWA2xldshVfzaVFBU1mq5,Johnny Lee,45rAZqRt5nUUMatQzk8qJu,0.579,0.626,2,-7.178,1,0.0322,0.547,1.78e-05,0.959,0.464,122.515,audio_features,1dWA2xldshVfzaVFBU1mq5,spotify:track:1dWA2xldshVfzaVFBU1mq5,https://api.spotify.com/v1/tracks/1dWA2xldshVfzaVFBU1mq5,https://api.spotify.com/v1/audio-analysis/1dWA2xldshVfzaVFBU1mq5,242370,4,country
Cruise,0i5el041vd6nxrGEU8QRxy,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,audio_features,0i5el041vd6nxrGEU8QRxy,spotify:track:0i5el041vd6nxrGEU8QRxy,https://api.spotify.com/v1/tracks/0i5el041vd6nxrGEU8QRxy,https://api.spotify.com/v1/audio-analysis/0i5el041vd6nxrGEU8QRxy,208960,4,country
Hello Darlin',4TMP1aRZUsG8C4HChYtfgC,Conway Twitty,7gi3jmwpUpNWdswT8eEprF,0.354,0.276,0,-14.999,1,0.0295,0.745,1.35e-06,0.11,0.427,82.787,audio_features,4TMP1aRZUsG8C4HChYtfgC,spotify:track:4TMP1aRZUsG8C4HChYtfgC,https://api.spotify.com/v1/tracks/4TMP1aRZUsG8C4HChYtfgC,https://api.spotify.com/v1/audio-analysis/4TMP1aRZUsG8C4HChYtfgC,145867,3,country
God Bless The U.S.A.,623lYBOJ7bLwh1bu3yeN5V,Lee Greenwood,3g229vTyhsdwm9SO2p1FPL,0.299,0.422,5,-9.977,1,0.0285,0.0873,0.0,0.182,0.168,67.797,audio_features,623lYBOJ7bLwh1bu3yeN5V,spotify:track:623lYBOJ7bLwh1bu3yeN5V,https://api.spotify.com/v1/tracks/623lYBOJ7bLwh1bu3yeN5V,https://api.spotify.com/v1/audio-analysis/623lYBOJ7bLwh1bu3yeN5V,191600,4,country
Play It Again,03fT3OHB9KyMtGMt2zwqCT,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,audio_features,03fT3OHB9KyMtGMt2zwqCT,spotify:track:03fT3OHB9KyMtGMt2zwqCT,https://api.spotify.com/v1/tracks/03fT3OHB9KyMtGMt2zwqCT,https://api.spotify.com/v1/audio-analysis/03fT3OHB9KyMtGMt2zwqCT,226867,4,country
"Luckenbach, Texas (Back to the Basics of Love) (feat. Willie Nelson)",6ANPIv5r3vdWntrmFa6H6M,Waylon Jennings,7wCjDgV6nqBsHguQXPAaIM,0.684,0.45,7,-10.422,1,0.0332,0.704,0.00191,0.243,0.639,102.902,audio_features,6ANPIv5r3vdWntrmFa6H6M,spotify:track:6ANPIv5r3vdWntrmFa6H6M,https://api.spotify.com/v1/tracks/6ANPIv5r3vdWntrmFa6H6M,https://api.spotify.com/v1/audio-analysis/6ANPIv5r3vdWntrmFa6H6M,200493,4,country
Drink In My Hand,1cktZnxiONH0hR6Q3DKy8h,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,0.626,0.913,0,-4.452,1,0.0318,0.00635,0.0,0.293,0.946,113.044,audio_features,1cktZnxiONH0hR6Q3DKy8h,spotify:track:1cktZnxiONH0hR6Q3DKy8h,https://api.spotify.com/v1/tracks/1cktZnxiONH0hR6Q3DKy8h,https://api.spotify.com/v1/audio-analysis/1cktZnxiONH0hR6Q3DKy8h,191307,4,country
When You Say Nothing at All,2lCGAGpqgQIolNfpnycIZk,Keith Whitley,0bc7dhY6YXL35m1G0jVwuW,0.673,0.346,3,-12.803,1,0.0245,0.721,4.48e-06,0.0475,0.396,80.012,audio_features,2lCGAGpqgQIolNfpnycIZk,spotify:track:2lCGAGpqgQIolNfpnycIZk,https://api.spotify.com/v1/tracks/2lCGAGpqgQIolNfpnycIZk,https://api.spotify.com/v1/audio-analysis/2lCGAGpqgQIolNfpnycIZk,222493,4,country
Your Cheatin' Heart,73HgnHCHDEZCmtMpEzxnO0,Hank Williams,1FClsNYBUoNFtGgzeG74dW,0.668,0.14,0,-17.412,1,0.0316,0.947,2.61e-06,0.326,0.635,128.095,audio_features,73HgnHCHDEZCmtMpEzxnO0,spotify:track:73HgnHCHDEZCmtMpEzxnO0,https://api.spotify.com/v1/tracks/73HgnHCHDEZCmtMpEzxnO0,https://api.spotify.com/v1/audio-analysis/73HgnHCHDEZCmtMpEzxnO0,163507,4,country
Live Like You Were Dying,7B1QliUMZv7gSTUGAfMRRD,Tim McGraw,6roFdX1y5BYSbp60OTJWMd,0.416,0.546,7,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929,audio_features,7B1QliUMZv7gSTUGAfMRRD,spotify:track:7B1QliUMZv7gSTUGAfMRRD,https://api.spotify.com/v1/tracks/7B1QliUMZv7gSTUGAfMRRD,https://api.spotify.com/v1/audio-analysis/7B1QliUMZv7gSTUGAfMRRD,300333,4,country
Ring of Fire,6YffUZJ2R06kyxyK6onezL,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,audio_features,6YffUZJ2R06kyxyK6onezL,spotify:track:6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/tracks/6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/audio-analysis/6YffUZJ2R06kyxyK6onezL,158427,4,country
Livin' On Love,26iYJEimPCE0ozDlpj0UFN,Alan Jackson,4mxWe1mtYIYfP040G38yvS,0.705,0.669,9,-5.974,1,0.0262,0.163,3.41e-06,0.0966,0.673,118.539,audio_features,26iYJEimPCE0ozDlpj0UFN,spotify:track:26iYJEimPCE0ozDlpj0UFN,https://api.spotify.com/v1/tracks/26iYJEimPCE0ozDlpj0UFN,https://api.spotify.com/v1/audio-analysis/26iYJEimPCE0ozDlpj0UFN,228733,4,country
Stand By Your Man,2Cb2l4UoXynCHCeCYHRZN8,Tammy Wynette,1LFKKuzn302wp15dYH28id,0.563,0.331,9,-9.681,1,0.0283,0.776,0.000846,0.125,0.608,105.779,audio_features,2Cb2l4UoXynCHCeCYHRZN8,spotify:track:2Cb2l4UoXynCHCeCYHRZN8,https://api.spotify.com/v1/tracks/2Cb2l4UoXynCHCeCYHRZN8,https://api.spotify.com/v1/audio-analysis/2Cb2l4UoXynCHCeCYHRZN8,157893,4,country
How Forever Feels,2HmMklpgK8vGCpJmPpz1yG,Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,0.723,0.674,7,-7.427,1,0.0297,0.0986,1.83e-05,0.279,0.61,124.9,audio_features,2HmMklpgK8vGCpJmPpz1yG,spotify:track:2HmMklpgK8vGCpJmPpz1yG,https://api.spotify.com/v1/tracks/2HmMklpgK8vGCpJmPpz1yG,https://api.spotify.com/v1/audio-analysis/2HmMklpgK8vGCpJmPpz1yG,188200,4,country
Mountain Music,7BjmEKAVTnJNkRNaUzBy2K,Alabama,6rJqqRce0Kvo2dJUXoHleC,0.467,0.526,9,-9.982,1,0.0433,0.119,0.0,0.124,0.753,109.555,audio_features,7BjmEKAVTnJNkRNaUzBy2K,spotify:track:7BjmEKAVTnJNkRNaUzBy2K,https://api.spotify.com/v1/tracks/7BjmEKAVTnJNkRNaUzBy2K,https://api.spotify.com/v1/audio-analysis/7BjmEKAVTnJNkRNaUzBy2K,218613,4,country
On the Road Again,3MpK9vnxxgYvh0CNeGvx6G,Willie Nelson,5W5bDNCqJ1jbCgTxDD0Cb3,0.731,0.716,4,-7.962,1,0.0417,0.687,0.000882,0.597,0.777,111.281,audio_features,3MpK9vnxxgYvh0CNeGvx6G,spotify:track:3MpK9vnxxgYvh0CNeGvx6G,https://api.spotify.com/v1/tracks/3MpK9vnxxgYvh0CNeGvx6G,https://api.spotify.com/v1/audio-analysis/3MpK9vnxxgYvh0CNeGvx6G,148107,4,country
The Dance,3vFk6g15YAzFtpJFRKBlIW,Brooks Jefferson,6RuIbUAQK9fmBq08AbY6XE,0.539,0.374,7,-7.434,1,0.0273,0.811,0.000464,0.11,0.102,135.113,audio_features,3vFk6g15YAzFtpJFRKBlIW,spotify:track:3vFk6g15YAzFtpJFRKBlIW,https://api.spotify.com/v1/tracks/3vFk6g15YAzFtpJFRKBlIW,https://api.spotify.com/v1/audio-analysis/3vFk6g15YAzFtpJFRKBlIW,219243,4,country
I Fall To Pieces - Single Version,6zFsz86nAj5gcvzyVqNL3k,Patsy Cline,7dNsHhGeGU5MV01r06O8gK,0.54,0.0568,10,-20.508,1,0.0351,0.917,1.01e-06,0.12,0.506,111.791,audio_features,6zFsz86nAj5gcvzyVqNL3k,spotify:track:6zFsz86nAj5gcvzyVqNL3k,https://api.spotify.com/v1/tracks/6zFsz86nAj5gcvzyVqNL3k,https://api.spotify.com/v1/audio-analysis/6zFsz86nAj5gcvzyVqNL3k,171333,4,country
El Paso,4f8hBeMXMvssn6HtFAtblo,Marty Robbins,0Xi59sEw38vRvwleSAVqoo,0.654,0.452,2,-9.709,1,0.03,0.835,2.89e-05,0.16,0.691,106.662,audio_features,4f8hBeMXMvssn6HtFAtblo,spotify:track:4f8hBeMXMvssn6HtFAtblo,https://api.spotify.com/v1/tracks/4f8hBeMXMvssn6HtFAtblo,https://api.spotify.com/v1/audio-analysis/4f8hBeMXMvssn6HtFAtblo,259307,3,country
Dirt Road Anthem,2qYsSHsYkihWx043HVJQRV,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,audio_features,2qYsSHsYkihWx043HVJQRV,spotify:track:2qYsSHsYkihWx043HVJQRV,https://api.spotify.com/v1/tracks/2qYsSHsYkihWx043HVJQRV,https://api.spotify.com/v1/audio-analysis/2qYsSHsYkihWx043HVJQRV,229400,4,country
King Of The Road,0tm2gY77p2X7BsSWRq0cBk,Roger Miller,1RP2UpEaRzkF0Id3JigqD8,0.672,0.278,11,-13.733,1,0.0704,0.712,0.0,0.202,0.6,117.96,audio_features,0tm2gY77p2X7BsSWRq0cBk,spotify:track:0tm2gY77p2X7BsSWRq0cBk,https://api.spotify.com/v1/tracks/0tm2gY77p2X7BsSWRq0cBk,https://api.spotify.com/v1/audio-analysis/0tm2gY77p2X7BsSWRq0cBk,146467,4,country
The Devil Went Down to Georgia,6gRACp2CvsIhc7hyw8CecQ,The Charlie Daniels Band,12d4iIvTOk7JkI6ecvc3ca,0.517,0.535,0,-12.027,1,0.0494,0.131,0.0,0.085,0.933,135.087,audio_features,6gRACp2CvsIhc7hyw8CecQ,spotify:track:6gRACp2CvsIhc7hyw8CecQ,https://api.spotify.com/v1/tracks/6gRACp2CvsIhc7hyw8CecQ,https://api.spotify.com/v1/audio-analysis/6gRACp2CvsIhc7hyw8CecQ,215067,4,country
He Stopped Loving Her Today,4BcrWCZPXuoGU0SnAsJW1s,George Jones,2OpqcUtj10HHvGG6h9VYC5,0.333,0.232,8,-14.605,1,0.0366,0.785,0.000548,0.252,0.398,144.788,audio_features,4BcrWCZPXuoGU0SnAsJW1s,spotify:track:4BcrWCZPXuoGU0SnAsJW1s,https://api.spotify.com/v1/tracks/4BcrWCZPXuoGU0SnAsJW1s,https://api.spotify.com/v1/audio-analysis/4BcrWCZPXuoGU0SnAsJW1s,197400,4,country
Springsteen,05ZACkzW8YbRq3eFgIfSNB,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,audio_features,05ZACkzW8YbRq3eFgIfSNB,spotify:track:05ZACkzW8YbRq3eFgIfSNB,https://api.spotify.com/v1/tracks/05ZACkzW8YbRq3eFgIfSNB,https://api.spotify.com/v1/audio-analysis/05ZACkzW8YbRq3eFgIfSNB,263387,4,country
I Will Always Love You,6nRvgo4ySezQKD1D7NIqAu,Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,audio_features,6nRvgo4ySezQKD1D7NIqAu,spotify:track:6nRvgo4ySezQKD1D7NIqAu,https://api.spotify.com/v1/tracks/6nRvgo4ySezQKD1D7NIqAu,https://api.spotify.com/v1/audio-analysis/6nRvgo4ySezQKD1D7NIqAu,176093,4,country
Folsom Prison Blues,0Avmi9t3sOcaGSs1DSbgDg,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,0.754,0.54,5,-8.326,1,0.0266,0.691,7.51e-05,0.0868,0.79,101.738,audio_features,0Avmi9t3sOcaGSs1DSbgDg,spotify:track:0Avmi9t3sOcaGSs1DSbgDg,https://api.spotify.com/v1/tracks/0Avmi9t3sOcaGSs1DSbgDg,https://api.spotify.com/v1/audio-analysis/0Avmi9t3sOcaGSs1DSbgDg,168554,4,country
Crazy - Single Version,3zpj9dvJABiyMrmLCPw6i8,Patsy Cline,7dNsHhGeGU5MV01r06O8gK,0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.796,audio_features,3zpj9dvJABiyMrmLCPw6i8,spotify:track:3zpj9dvJABiyMrmLCPw6i8,https://api.spotify.com/v1/tracks/3zpj9dvJABiyMrmLCPw6i8,https://api.spotify.com/v1/audio-analysis/3zpj9dvJABiyMrmLCPw6i8,164573,3,country
Friends in Low Places,4OMj5QWwvYSUs9O0hsymts,Brooks Jefferson,6RuIbUAQK9fmBq08AbY6XE,0.553,0.655,9,-5.837,1,0.0355,0.617,0.0,0.0825,0.624,107.739,audio_features,4OMj5QWwvYSUs9O0hsymts,spotify:track:4OMj5QWwvYSUs9O0hsymts,https://api.spotify.com/v1/tracks/4OMj5QWwvYSUs9O0hsymts,https://api.spotify.com/v1/audio-analysis/4OMj5QWwvYSUs9O0hsymts,258508,4,country
La vie en rose,0Yj7WP1MbAqQVQA5Na4I7E,Louis Armstrong,19eLuQmk9aCobbVDHc6eek,0.466,0.116,0,-9.831,1,0.0651,0.858,0.00979,0.116,0.375,70.106,audio_features,0Yj7WP1MbAqQVQA5Na4I7E,spotify:track:0Yj7WP1MbAqQVQA5Na4I7E,https://api.spotify.com/v1/tracks/0Yj7WP1MbAqQVQA5Na4I7E,https://api.spotify.com/v1/audio-analysis/0Yj7WP1MbAqQVQA5Na4I7E,204267,4,blues
Summertime,3ZR0us36Z8kgBXFMYkhugR,Louis Armstrong,19eLuQmk9aCobbVDHc6eek,0.2,0.11,6,-16.646,0,0.0357,0.906,0.000153,0.0959,0.162,171.751,audio_features,3ZR0us36Z8kgBXFMYkhugR,spotify:track:3ZR0us36Z8kgBXFMYkhugR,https://api.spotify.com/v1/tracks/3ZR0us36Z8kgBXFMYkhugR,https://api.spotify.com/v1/audio-analysis/3ZR0us36Z8kgBXFMYkhugR,299067,5,blues
Cool Yule,1TCODpxmmmB3fFVOkR0fdr,Louis Armstrong,19eLuQmk9aCobbVDHc6eek,0.569,0.483,0,-8.703,1,0.113,0.67,1.08e-05,0.125,0.691,149.542,audio_features,1TCODpxmmmB3fFVOkR0fdr,spotify:track:1TCODpxmmmB3fFVOkR0fdr,https://api.spotify.com/v1/tracks/1TCODpxmmmB3fFVOkR0fdr,https://api.spotify.com/v1/audio-analysis/1TCODpxmmmB3fFVOkR0fdr,175080,4,blues
I Wan'na Be Like You (The Monkey Song),15p4zvWigjysxyDwabL8Gw,Louis Prima,52lBOxCxbJg0ttXEW9CQpW,0.748,0.401,5,-15.08,1,0.0949,0.638,0.000149,0.284,0.807,96.366,audio_features,15p4zvWigjysxyDwabL8Gw,spotify:track:15p4zvWigjysxyDwabL8Gw,https://api.spotify.com/v1/tracks/15p4zvWigjysxyDwabL8Gw,https://api.spotify.com/v1/audio-analysis/15p4zvWigjysxyDwabL8Gw,279560,4,blues
A Sunday Kind of Love,2lDiN2SOr0bZ9D9kjjjYFS,Etta James,0iOVhN3tnSvgDbcg25JoJb,0.396,0.257,2,-10.943,0,0.0304,0.746,0.0,0.333,0.407,71.504,audio_features,2lDiN2SOr0bZ9D9kjjjYFS,spotify:track:2lDiN2SOr0bZ9D9kjjjYFS,https://api.spotify.com/v1/tracks/2lDiN2SOr0bZ9D9kjjjYFS,https://api.spotify.com/v1/audio-analysis/2lDiN2SOr0bZ9D9kjjjYFS,196080,5,blues
"Jump, Jive, An' Wail - Remastered",2JknWUrnGsGYOh62EQNktb,Louis Prima,52lBOxCxbJg0ttXEW9CQpW,0.632,0.769,5,-6.627,0,0.0701,0.766,5.05e-06,0.0595,0.848,101.927,audio_features,2JknWUrnGsGYOh62EQNktb,spotify:track:2JknWUrnGsGYOh62EQNktb,https://api.spotify.com/v1/tracks/2JknWUrnGsGYOh62EQNktb,https://api.spotify.com/v1/audio-analysis/2JknWUrnGsGYOh62EQNktb,211067,4,blues
You Send Me - Remastered,2QW3aWIzjEDdHFPZFvOlXX,Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,0.565,0.286,4,-10.871,0,0.0289,0.883,0.0,0.178,0.487,95.964,audio_features,2QW3aWIzjEDdHFPZFvOlXX,spotify:track:2QW3aWIzjEDdHFPZFvOlXX,https://api.spotify.com/v1/tracks/2QW3aWIzjEDdHFPZFvOlXX,https://api.spotify.com/v1/audio-analysis/2QW3aWIzjEDdHFPZFvOlXX,163267,4,blues
A Change Is Gonna Come,0RFKuagqUgR4X8C1QneCCq,Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,0.214,0.4,10,-10.042,1,0.0342,0.756,0.0,0.325,0.508,169.683,audio_features,0RFKuagqUgR4X8C1QneCCq,spotify:track:0RFKuagqUgR4X8C1QneCCq,https://api.spotify.com/v1/tracks/0RFKuagqUgR4X8C1QneCCq,https://api.spotify.com/v1/audio-analysis/0RFKuagqUgR4X8C1QneCCq,191160,3,blues
Chain Gang,1sK10Me7qS9em2QTx6dYRe,Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,0.698,0.661,7,-9.674,1,0.0416,0.636,0.0,0.228,0.824,131.808,audio_features,1sK10Me7qS9em2QTx6dYRe,spotify:track:1sK10Me7qS9em2QTx6dYRe,https://api.spotify.com/v1/tracks/1sK10Me7qS9em2QTx6dYRe,https://api.spotify.com/v1/audio-analysis/1sK10Me7qS9em2QTx6dYRe,160000,4,blues
I've Got a Woman,2xar08Fq5xra2KKZs5Bw9j,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,audio_features,2xar08Fq5xra2KKZs5Bw9j,spotify:track:2xar08Fq5xra2KKZs5Bw9j,https://api.spotify.com/v1/tracks/2xar08Fq5xra2KKZs5Bw9j,https://api.spotify.com/v1/audio-analysis/2xar08Fq5xra2KKZs5Bw9j,171467,4,blues
"Hallelujah, I Love Her So",5P11rW6aJErF37MTfRZS31,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,audio_features,5P11rW6aJErF37MTfRZS31,spotify:track:5P11rW6aJErF37MTfRZS31,https://api.spotify.com/v1/tracks/5P11rW6aJErF37MTfRZS31,https://api.spotify.com/v1/audio-analysis/5P11rW6aJErF37MTfRZS31,155507,4,blues
Mess Around,7DJsL4jyXA39GDiHFQYQ0t,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,0.565,0.962,8,-2.981,1,0.064,0.437,0.0,0.056,0.906,148.808,audio_features,7DJsL4jyXA39GDiHFQYQ0t,spotify:track:7DJsL4jyXA39GDiHFQYQ0t,https://api.spotify.com/v1/tracks/7DJsL4jyXA39GDiHFQYQ0t,https://api.spotify.com/v1/audio-analysis/7DJsL4jyXA39GDiHFQYQ0t,160227,4,blues
"What'd I Say, Pt. 1 & 2",2NxJAXEBTMOpROC1fLSdP9,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,0.54,0.681,4,-5.44,1,0.0508,0.808,0.0,0.162,0.794,88.385,audio_features,2NxJAXEBTMOpROC1fLSdP9,spotify:track:2NxJAXEBTMOpROC1fLSdP9,https://api.spotify.com/v1/tracks/2NxJAXEBTMOpROC1fLSdP9,https://api.spotify.com/v1/audio-analysis/2NxJAXEBTMOpROC1fLSdP9,307053,4,blues
Riding with the King,618hiI74zBL8UVgAvfmkLj,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,0.462,0.796,9,-6.202,1,0.0322,0.384,0.0,0.296,0.824,204.028,audio_features,618hiI74zBL8UVgAvfmkLj,spotify:track:618hiI74zBL8UVgAvfmkLj,https://api.spotify.com/v1/tracks/618hiI74zBL8UVgAvfmkLj,https://api.spotify.com/v1/audio-analysis/618hiI74zBL8UVgAvfmkLj,264240,4,blues
Ten Long Years,4CayREZylZ5ij94y1v0zlc,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,0.678,0.551,1,-7.332,1,0.0261,0.266,0.00322,0.254,0.767,97.767,audio_features,4CayREZylZ5ij94y1v0zlc,spotify:track:4CayREZylZ5ij94y1v0zlc,https://api.spotify.com/v1/tracks/4CayREZylZ5ij94y1v0zlc,https://api.spotify.com/v1/audio-analysis/4CayREZylZ5ij94y1v0zlc,280453,3,blues
Key to the Highway,1r6Xp7EiQQ7F63HjbFHNJn,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,0.798,0.538,7,-11.412,1,0.0363,0.328,0.00206,0.182,0.677,81.018,audio_features,1r6Xp7EiQQ7F63HjbFHNJn,spotify:track:1r6Xp7EiQQ7F63HjbFHNJn,https://api.spotify.com/v1/tracks/1r6Xp7EiQQ7F63HjbFHNJn,https://api.spotify.com/v1/audio-analysis/1r6Xp7EiQQ7F63HjbFHNJn,219960,4,blues
Three O'clock Blues,3FA9T006fwPO3baSFFjJKD,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,0.512,0.44,10,-7.458,1,0.0326,0.952,0.00232,0.228,0.594,70.417,audio_features,3FA9T006fwPO3baSFFjJKD,spotify:track:3FA9T006fwPO3baSFFjJKD,https://api.spotify.com/v1/tracks/3FA9T006fwPO3baSFFjJKD,https://api.spotify.com/v1/audio-analysis/3FA9T006fwPO3baSFFjJKD,180467,4,blues
(Sittin' On) the Dock of the Bay,4Y4Gd3ty8uut6Qw43c7yJc,Otis Redding,60df5JBRRPcnSpsIMxxwQm,0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,audio_features,4Y4Gd3ty8uut6Qw43c7yJc,spotify:track:4Y4Gd3ty8uut6Qw43c7yJc,https://api.spotify.com/v1/tracks/4Y4Gd3ty8uut6Qw43c7yJc,https://api.spotify.com/v1/audio-analysis/4Y4Gd3ty8uut6Qw43c7yJc,166827,4,blues
My Girl,5zQyqgNXKzhifkivumzxDS,Otis Redding,60df5JBRRPcnSpsIMxxwQm,0.74,0.322,0,-9.26,1,0.0399,0.551,0.000763,0.17,0.629,102.889,audio_features,5zQyqgNXKzhifkivumzxDS,spotify:track:5zQyqgNXKzhifkivumzxDS,https://api.spotify.com/v1/tracks/5zQyqgNXKzhifkivumzxDS,https://api.spotify.com/v1/audio-analysis/5zQyqgNXKzhifkivumzxDS,175853,4,blues
Shake - 2008 Remaster,6RkyopJ2y0DnoIrq57zrap,Otis Redding,60df5JBRRPcnSpsIMxxwQm,0.583,0.471,7,-9.712,0,0.0692,0.2,0.0037,0.0871,0.796,163.364,audio_features,6RkyopJ2y0DnoIrq57zrap,spotify:track:6RkyopJ2y0DnoIrq57zrap,https://api.spotify.com/v1/tracks/6RkyopJ2y0DnoIrq57zrap,https://api.spotify.com/v1/audio-analysis/6RkyopJ2y0DnoIrq57zrap,161480,4,blues
I've Been Loving You Too Long,4pdLyulbYLCrPmDzWWeJIZ,Otis Redding,60df5JBRRPcnSpsIMxxwQm,0.499,0.246,9,-12.806,1,0.0325,0.7,0.00227,0.0965,0.152,148.468,audio_features,4pdLyulbYLCrPmDzWWeJIZ,spotify:track:4pdLyulbYLCrPmDzWWeJIZ,https://api.spotify.com/v1/tracks/4pdLyulbYLCrPmDzWWeJIZ,https://api.spotify.com/v1/audio-analysis/4pdLyulbYLCrPmDzWWeJIZ,181667,3,blues
These Arms of Mine,4skknrc3sJqaPTtUr2cwFq,Otis Redding,60df5JBRRPcnSpsIMxxwQm,0.403,0.284,10,-14.014,1,0.0338,0.798,0.0,0.142,0.686,176.537,audio_features,4skknrc3sJqaPTtUr2cwFq,spotify:track:4skknrc3sJqaPTtUr2cwFq,https://api.spotify.com/v1/tracks/4skknrc3sJqaPTtUr2cwFq,https://api.spotify.com/v1/audio-analysis/4skknrc3sJqaPTtUr2cwFq,154533,3,blues
Try a Little Tenderness,36AlMHDBFwSsD3FQOy1R81,Otis Redding,60df5JBRRPcnSpsIMxxwQm,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938,audio_features,36AlMHDBFwSsD3FQOy1R81,spotify:track:36AlMHDBFwSsD3FQOy1R81,https://api.spotify.com/v1/tracks/36AlMHDBFwSsD3FQOy1R81,https://api.spotify.com/v1/audio-analysis/36AlMHDBFwSsD3FQOy1R81,201733,4,blues
Think,4yQw7FR9lcvL6RHtegbJBh,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,0.687,0.63,6,-10.817,1,0.0389,0.251,0.0,0.221,0.926,110.051,audio_features,4yQw7FR9lcvL6RHtegbJBh,spotify:track:4yQw7FR9lcvL6RHtegbJBh,https://api.spotify.com/v1/tracks/4yQw7FR9lcvL6RHtegbJBh,https://api.spotify.com/v1/audio-analysis/4yQw7FR9lcvL6RHtegbJBh,139733,4,blues
(You Make Me Feel Like) A Natural Woman,5K09WxKdlkroDyEVyOSySy,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,0.603,0.271,5,-10.083,1,0.0284,0.679,0.0,0.141,0.405,110.89,audio_features,5K09WxKdlkroDyEVyOSySy,spotify:track:5K09WxKdlkroDyEVyOSySy,https://api.spotify.com/v1/tracks/5K09WxKdlkroDyEVyOSySy,https://api.spotify.com/v1/audio-analysis/5K09WxKdlkroDyEVyOSySy,165333,3,blues
West End Blues,4pNEru5t6R1DVTHcwlmsya,Louis Armstrong,19eLuQmk9aCobbVDHc6eek,0.687,0.135,3,-12.978,1,0.0735,0.988,0.862,0.623,0.563,95.217,audio_features,4pNEru5t6R1DVTHcwlmsya,spotify:track:4pNEru5t6R1DVTHcwlmsya,https://api.spotify.com/v1/tracks/4pNEru5t6R1DVTHcwlmsya,https://api.spotify.com/v1/audio-analysis/4pNEru5t6R1DVTHcwlmsya,188987,4,blues
Blueberry Hill,2hkrRPiR4gpJgPNGZ3xUQm,Louis Armstrong,19eLuQmk9aCobbVDHc6eek,0.611,0.175,2,-13.901,1,0.0348,0.907,3.46e-05,0.0866,0.435,87.869,audio_features,2hkrRPiR4gpJgPNGZ3xUQm,spotify:track:2hkrRPiR4gpJgPNGZ3xUQm,https://api.spotify.com/v1/tracks/2hkrRPiR4gpJgPNGZ3xUQm,https://api.spotify.com/v1/audio-analysis/2hkrRPiR4gpJgPNGZ3xUQm,196747,4,blues
