Title,track_id,artist,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
Long Time Gone - 2005 Remaster,1zMfsMdwkSLvuqcCVEZGlT,"Crosby, Stills & Nash",2pdvghEHZJtgSXZ7cvNLou,0.595,0.366,2,-11.848,1,0.0346,0.455,0.000479,0.11,0.362,106.604,audio_features,1zMfsMdwkSLvuqcCVEZGlT,spotify:track:1zMfsMdwkSLvuqcCVEZGlT,https://api.spotify.com/v1/tracks/1zMfsMdwkSLvuqcCVEZGlT,https://api.spotify.com/v1/audio-analysis/1zMfsMdwkSLvuqcCVEZGlT,256653,4,rock
Best of Both Worlds,5BNJqYUN3FI4krR901tdLd,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,0.559,0.717,2,-14.802,1,0.0626,0.0505,0.000116,0.286,0.603,115.451,audio_features,5BNJqYUN3FI4krR901tdLd,spotify:track:5BNJqYUN3FI4krR901tdLd,https://api.spotify.com/v1/tracks/5BNJqYUN3FI4krR901tdLd,https://api.spotify.com/v1/audio-analysis/5BNJqYUN3FI4krR901tdLd,288827,4,rock
The Seeker - Edit,5orygsZ5Ga0jEOvftsXqw2,The Who,67ea9eGLXYMsO2eYQRui3w,0.318,0.657,2,-11.829,1,0.0358,0.101,3.01e-06,0.144,0.753,177.477,audio_features,5orygsZ5Ga0jEOvftsXqw2,spotify:track:5orygsZ5Ga0jEOvftsXqw2,https://api.spotify.com/v1/tracks/5orygsZ5Ga0jEOvftsXqw2,https://api.spotify.com/v1/audio-analysis/5orygsZ5Ga0jEOvftsXqw2,190373,4,rock
Roll Me Away,3MqgFVRerrpqWHdRopk247,Bob Seger,485uL27bPomh29R4JmQehQ,0.504,0.906,0,-5.376,1,0.0413,0.0325,9.57e-06,0.27,0.579,133.659,audio_features,3MqgFVRerrpqWHdRopk247,spotify:track:3MqgFVRerrpqWHdRopk247,https://api.spotify.com/v1/tracks/3MqgFVRerrpqWHdRopk247,https://api.spotify.com/v1/audio-analysis/3MqgFVRerrpqWHdRopk247,279573,4,rock
Crosstown Traffic,1ntxpzIUbSsizvuAy6lTYY,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,0.486,0.963,0,-5.586,0,0.129,0.248,2.39e-06,0.158,0.533,113.133,audio_features,1ntxpzIUbSsizvuAy6lTYY,spotify:track:1ntxpzIUbSsizvuAy6lTYY,https://api.spotify.com/v1/tracks/1ntxpzIUbSsizvuAy6lTYY,https://api.spotify.com/v1/audio-analysis/1ntxpzIUbSsizvuAy6lTYY,146573,4,rock
You Better Run,5qwdIO55XtliaaSs9ccptC,Pat Benatar,43mhFhQ4JAknA7Ik1bOZuV,0.605,0.621,9,-10.495,1,0.0532,0.102,0.000744,0.22,0.696,125.701,audio_features,5qwdIO55XtliaaSs9ccptC,spotify:track:5qwdIO55XtliaaSs9ccptC,https://api.spotify.com/v1/tracks/5qwdIO55XtliaaSs9ccptC,https://api.spotify.com/v1/audio-analysis/5qwdIO55XtliaaSs9ccptC,185027,4,rock
Angel Of Harlem,7iBav4v8maicL8cWKGxFhQ,U2,51Blml2LZPmy7TTiAg47vQ,0.519,0.694,0,-10.792,1,0.0264,0.104,2.3e-06,0.111,0.928,102.718,audio_features,7iBav4v8maicL8cWKGxFhQ,spotify:track:7iBav4v8maicL8cWKGxFhQ,https://api.spotify.com/v1/tracks/7iBav4v8maicL8cWKGxFhQ,https://api.spotify.com/v1/audio-analysis/7iBav4v8maicL8cWKGxFhQ,229267,4,rock
Glad - Remastered 2010,2xBLkPs9JUgDRL4cOxb0oN,Traffic,1CD77o9fbdyQFrHnUPUEsF,0.431,0.673,2,-9.341,0,0.0279,0.0977,0.117,0.0937,0.69,134.924,audio_features,2xBLkPs9JUgDRL4cOxb0oN,spotify:track:2xBLkPs9JUgDRL4cOxb0oN,https://api.spotify.com/v1/tracks/2xBLkPs9JUgDRL4cOxb0oN,https://api.spotify.com/v1/audio-analysis/2xBLkPs9JUgDRL4cOxb0oN,419720,4,rock
Freedom Rider - Remastered 2010,0eZK6mHnLp7A4EVdVJmqfs,Traffic,1CD77o9fbdyQFrHnUPUEsF,0.458,0.814,3,-7.3,1,0.0325,0.0194,0.0758,0.202,0.495,112.394,audio_features,0eZK6mHnLp7A4EVdVJmqfs,spotify:track:0eZK6mHnLp7A4EVdVJmqfs,https://api.spotify.com/v1/tracks/0eZK6mHnLp7A4EVdVJmqfs,https://api.spotify.com/v1/audio-analysis/0eZK6mHnLp7A4EVdVJmqfs,325987,4,rock
Too Many People - 1993 Digital Remaster,2k6rP8dR4udoI1wh03bL0M,Paul McCartney,4STHEaNw4mPZ2tzheohgXB,0.43,0.514,7,-13.368,1,0.0297,0.0431,0.0793,0.125,0.445,95.26,audio_features,2k6rP8dR4udoI1wh03bL0M,spotify:track:2k6rP8dR4udoI1wh03bL0M,https://api.spotify.com/v1/tracks/2k6rP8dR4udoI1wh03bL0M,https://api.spotify.com/v1/audio-analysis/2k6rP8dR4udoI1wh03bL0M,250427,4,rock
Ain't Wastin' Time No More,1hHzmUP61nqVSyVHruv3jZ,Allman Brothers Band,4wQ3PyMz3WwJGI5uEqHUVR,0.468,0.701,3,-11.924,1,0.045,0.0964,0.00226,0.183,0.777,91.694,audio_features,1hHzmUP61nqVSyVHruv3jZ,spotify:track:1hHzmUP61nqVSyVHruv3jZ,https://api.spotify.com/v1/tracks/1hHzmUP61nqVSyVHruv3jZ,https://api.spotify.com/v1/audio-analysis/1hHzmUP61nqVSyVHruv3jZ,220587,4,rock
I Got a Line on You,0ZcrLDWPurCwZZpmuERnXE,Spirit,5q9nLsvWwbSUW1kRyhZLAx,0.433,0.487,11,-14.596,0,0.0326,0.102,0.00455,0.353,0.822,149.574,audio_features,0ZcrLDWPurCwZZpmuERnXE,spotify:track:0ZcrLDWPurCwZZpmuERnXE,https://api.spotify.com/v1/tracks/0ZcrLDWPurCwZZpmuERnXE,https://api.spotify.com/v1/audio-analysis/0ZcrLDWPurCwZZpmuERnXE,159427,4,rock
The House Is Rockin',4BYmnYGNVBVm2JHVxFNMXj,Stevie Ray Vaughan,5fsDcuclIe8ZiBD5P787K1,0.336,0.909,4,-11.019,1,0.039,0.204,0.0211,0.333,0.956,172.162,audio_features,4BYmnYGNVBVm2JHVxFNMXj,spotify:track:4BYmnYGNVBVm2JHVxFNMXj,https://api.spotify.com/v1/tracks/4BYmnYGNVBVm2JHVxFNMXj,https://api.spotify.com/v1/audio-analysis/4BYmnYGNVBVm2JHVxFNMXj,143227,4,rock
Promises In The Dark,53KWO4rVgaRhXJoKulnF0D,Pat Benatar,43mhFhQ4JAknA7Ik1bOZuV,0.278,0.747,5,-5.586,1,0.0423,0.0954,0.000241,0.268,0.383,158.035,audio_features,53KWO4rVgaRhXJoKulnF0D,spotify:track:53KWO4rVgaRhXJoKulnF0D,https://api.spotify.com/v1/tracks/53KWO4rVgaRhXJoKulnF0D,https://api.spotify.com/v1/audio-analysis/53KWO4rVgaRhXJoKulnF0D,251507,4,rock
Stone Free,2TKtQAy9VKwq3Kh234uE85,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,0.532,0.829,2,-5.659,1,0.058,0.018,8.37e-05,0.229,0.848,133.334,audio_features,2TKtQAy9VKwq3Kh234uE85,spotify:track:2TKtQAy9VKwq3Kh234uE85,https://api.spotify.com/v1/tracks/2TKtQAy9VKwq3Kh234uE85,https://api.spotify.com/v1/audio-analysis/2TKtQAy9VKwq3Kh234uE85,215707,4,rock
Keep Yourself Alive - 2011 Mix,1m7WXN6V99NabqaKvPzSXV,Queen,1dfeR4HaWDbWqFHLkxsg1d,0.419,0.721,2,-9.498,1,0.0792,0.25,4.17e-05,0.104,0.593,134.204,audio_features,1m7WXN6V99NabqaKvPzSXV,spotify:track:1m7WXN6V99NabqaKvPzSXV,https://api.spotify.com/v1/tracks/1m7WXN6V99NabqaKvPzSXV,https://api.spotify.com/v1/audio-analysis/1m7WXN6V99NabqaKvPzSXV,226720,4,rock
Soul Sacrifice,4e0GkgtMPZFt41Ua8PlHQL,Santana,6GI52t8N5F02MxU0g5U69P,0.494,0.706,7,-14.34,1,0.0485,0.522,0.894,0.154,0.486,135.752,audio_features,4e0GkgtMPZFt41Ua8PlHQL,spotify:track:4e0GkgtMPZFt41Ua8PlHQL,https://api.spotify.com/v1/tracks/4e0GkgtMPZFt41Ua8PlHQL,https://api.spotify.com/v1/audio-analysis/4e0GkgtMPZFt41Ua8PlHQL,397333,4,rock
James Dean - 2013 Remaster,0HznRAeJLyGtyLZgecDiLI,Eagles,0ECwFtbIWEVNwjlrfc6xoL,0.481,0.894,9,-7.213,1,0.0415,0.00602,0.0149,0.191,0.562,140.9,audio_features,0HznRAeJLyGtyLZgecDiLI,spotify:track:0HznRAeJLyGtyLZgecDiLI,https://api.spotify.com/v1/tracks/0HznRAeJLyGtyLZgecDiLI,https://api.spotify.com/v1/audio-analysis/0HznRAeJLyGtyLZgecDiLI,218269,4,rock
Getting In Tune,0M7tdKXvtrEk26j8nXFtvC,The Who,67ea9eGLXYMsO2eYQRui3w,0.369,0.759,0,-8.304,1,0.0602,0.124,0.0143,0.108,0.555,139.65,audio_features,0M7tdKXvtrEk26j8nXFtvC,spotify:track:0M7tdKXvtrEk26j8nXFtvC,https://api.spotify.com/v1/tracks/0M7tdKXvtrEk26j8nXFtvC,https://api.spotify.com/v1/audio-analysis/0M7tdKXvtrEk26j8nXFtvC,288453,4,rock
Paper In Fire,3fbVtEI5leNfYKvL7FxDz1,John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH,0.607,0.905,4,-4.748,1,0.0427,0.00122,0.000276,0.0624,0.533,141.984,audio_features,3fbVtEI5leNfYKvL7FxDz1,spotify:track:3fbVtEI5leNfYKvL7FxDz1,https://api.spotify.com/v1/tracks/3fbVtEI5leNfYKvL7FxDz1,https://api.spotify.com/v1/audio-analysis/3fbVtEI5leNfYKvL7FxDz1,231200,4,rock
Uncle John's Band - 2013 Remaster,0kp728Knw5PYvU3QzMZ0yJ,Grateful Dead,4TMHGUX5WI7OOm53PqSDAT,0.701,0.316,7,-14.723,1,0.0843,0.496,0.0,0.121,0.889,136.73,audio_features,0kp728Knw5PYvU3QzMZ0yJ,spotify:track:0kp728Knw5PYvU3QzMZ0yJ,https://api.spotify.com/v1/tracks/0kp728Knw5PYvU3QzMZ0yJ,https://api.spotify.com/v1/audio-analysis/0kp728Knw5PYvU3QzMZ0yJ,284910,4,rock
There's Only One Way To Rock,6DZVWULzIED39omfY6ZTFC,Sammy Hagar,1hXjTjJzZTXDZ75AclOo6N,0.432,0.804,6,-11.243,0,0.048,0.00944,0.000339,0.381,0.508,153.362,audio_features,6DZVWULzIED39omfY6ZTFC,spotify:track:6DZVWULzIED39omfY6ZTFC,https://api.spotify.com/v1/tracks/6DZVWULzIED39omfY6ZTFC,https://api.spotify.com/v1/audio-analysis/6DZVWULzIED39omfY6ZTFC,255267,4,rock
Shout It Out Loud,3qyHjQ1zTLvPeA99CP3K9N,KISS,07XSN3sPlIlB2L2XNcTwJw,0.571,0.953,3,-5.002,1,0.0568,0.124,5.57e-06,0.35,0.682,135.599,audio_features,3qyHjQ1zTLvPeA99CP3K9N,spotify:track:3qyHjQ1zTLvPeA99CP3K9N,https://api.spotify.com/v1/tracks/3qyHjQ1zTLvPeA99CP3K9N,https://api.spotify.com/v1/audio-analysis/3qyHjQ1zTLvPeA99CP3K9N,169027,4,rock
Rocks Off,42o3gy9e8dzBHvQE991ad8,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,0.485,0.943,4,-4.423,1,0.0416,0.0639,0.179,0.144,0.889,141.982,audio_features,42o3gy9e8dzBHvQE991ad8,spotify:track:42o3gy9e8dzBHvQE991ad8,https://api.spotify.com/v1/tracks/42o3gy9e8dzBHvQE991ad8,https://api.spotify.com/v1/audio-analysis/42o3gy9e8dzBHvQE991ad8,271933,4,rock
Love Walks In,6FRQGRdhueJGTKiYnirDNy,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,0.2,0.434,9,-14.274,0,0.0294,0.263,0.0,0.117,0.37,83.876,audio_features,6FRQGRdhueJGTKiYnirDNy,spotify:track:6FRQGRdhueJGTKiYnirDNy,https://api.spotify.com/v1/tracks/6FRQGRdhueJGTKiYnirDNy,https://api.spotify.com/v1/audio-analysis/6FRQGRdhueJGTKiYnirDNy,310933,4,rock
Pretending,2cu4KvdykqkUOUsHu3NiTD,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,0.602,0.872,9,-6.211,1,0.029,0.168,0.000705,0.0545,0.668,98.452,audio_features,2cu4KvdykqkUOUsHu3NiTD,spotify:track:2cu4KvdykqkUOUsHu3NiTD,https://api.spotify.com/v1/tracks/2cu4KvdykqkUOUsHu3NiTD,https://api.spotify.com/v1/audio-analysis/2cu4KvdykqkUOUsHu3NiTD,283280,4,rock
Badlands,0M1YQiRGel1tTMjA3orfRd,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,0.609,0.777,4,-7.548,1,0.0487,0.0862,1.16e-05,0.278,0.852,122.612,audio_features,0M1YQiRGel1tTMjA3orfRd,spotify:track:0M1YQiRGel1tTMjA3orfRd,https://api.spotify.com/v1/tracks/0M1YQiRGel1tTMjA3orfRd,https://api.spotify.com/v1/audio-analysis/0M1YQiRGel1tTMjA3orfRd,242453,4,rock
The Crystal Ship,0gWvVB4bGvADocoPMEDy3K,The Doors,22WZ7M8sxp5THdruNY3gXt,0.313,0.42,10,-9.806,1,0.0303,0.797,2.35e-06,0.126,0.339,178.711,audio_features,0gWvVB4bGvADocoPMEDy3K,spotify:track:0gWvVB4bGvADocoPMEDy3K,https://api.spotify.com/v1/tracks/0gWvVB4bGvADocoPMEDy3K,https://api.spotify.com/v1/audio-analysis/0gWvVB4bGvADocoPMEDy3K,152000,4,rock
Dreams,2APxH5XbOLDTmW9X5yi6Hw,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,0.455,0.758,0,-11.361,1,0.0454,0.223,2.51e-06,0.0986,0.54,141.304,audio_features,2APxH5XbOLDTmW9X5yi6Hw,spotify:track:2APxH5XbOLDTmW9X5yi6Hw,https://api.spotify.com/v1/tracks/2APxH5XbOLDTmW9X5yi6Hw,https://api.spotify.com/v1/audio-analysis/2APxH5XbOLDTmW9X5yi6Hw,294000,4,rock
The Kids Are Alright,4zJBF8rXepeoJ0qJOqMLhj,The Who,67ea9eGLXYMsO2eYQRui3w,0.316,0.737,2,-5.982,1,0.0376,0.0137,6.26e-06,0.1,0.685,134.879,audio_features,4zJBF8rXepeoJ0qJOqMLhj,spotify:track:4zJBF8rXepeoJ0qJOqMLhj,https://api.spotify.com/v1/tracks/4zJBF8rXepeoJ0qJOqMLhj,https://api.spotify.com/v1/audio-analysis/4zJBF8rXepeoJ0qJOqMLhj,187733,4,rock
Lay It on the Line,4QwcuKjGjtl5fZe7kDdULV,Triumph,4YfnJEbTz8QLD5FusYFwV6,0.228,0.872,9,-5.479,0,0.0648,0.00672,0.0,0.242,0.278,91.724,audio_features,4QwcuKjGjtl5fZe7kDdULV,spotify:track:4QwcuKjGjtl5fZe7kDdULV,https://api.spotify.com/v1/tracks/4QwcuKjGjtl5fZe7kDdULV,https://api.spotify.com/v1/audio-analysis/4QwcuKjGjtl5fZe7kDdULV,246027,4,rock
Hair Of The Dog,1wXE6zvNWRz8GuMfEUgETz,Nazareth,6fvN9GmMCVKb5LY0WsnjFP,0.688,0.745,4,-10.323,1,0.0519,0.00285,0.238,0.114,0.688,128.556,audio_features,1wXE6zvNWRz8GuMfEUgETz,spotify:track:1wXE6zvNWRz8GuMfEUgETz,https://api.spotify.com/v1/tracks/1wXE6zvNWRz8GuMfEUgETz,https://api.spotify.com/v1/audio-analysis/1wXE6zvNWRz8GuMfEUgETz,249240,4,rock
Little by Little - 2006 Remaster,7igoJOuQB199t3sRaKVErt,Robert Plant,1OwarW4LEHnoep20ixRA0y,0.639,0.589,0,-8.099,1,0.0337,0.0178,0.00216,0.263,0.578,103.591,audio_features,7igoJOuQB199t3sRaKVErt,spotify:track:7igoJOuQB199t3sRaKVErt,https://api.spotify.com/v1/tracks/7igoJOuQB199t3sRaKVErt,https://api.spotify.com/v1/audio-analysis/7igoJOuQB199t3sRaKVErt,284387,4,rock
Yours Is No Disgrace - 2003 Remaster,2ab1xYXLiGMWKBKlMgoB62,Yes,7AC976RDJzL2asmZuz7qil,0.409,0.628,2,-9.625,1,0.0578,0.00409,0.0193,0.51,0.801,141.225,audio_features,2ab1xYXLiGMWKBKlMgoB62,spotify:track:2ab1xYXLiGMWKBKlMgoB62,https://api.spotify.com/v1/tracks/2ab1xYXLiGMWKBKlMgoB62,https://api.spotify.com/v1/audio-analysis/2ab1xYXLiGMWKBKlMgoB62,580960,4,rock
Hell Is For Children,028gtQdBiDbPbORqQz5MI6,Pat Benatar,43mhFhQ4JAknA7Ik1bOZuV,0.388,0.816,0,-4.279,0,0.0608,0.316,0.000981,0.097,0.6,132.42,audio_features,028gtQdBiDbPbORqQz5MI6,spotify:track:028gtQdBiDbPbORqQz5MI6,https://api.spotify.com/v1/tracks/028gtQdBiDbPbORqQz5MI6,https://api.spotify.com/v1/audio-analysis/028gtQdBiDbPbORqQz5MI6,290227,4,rock
Patience,1OEoNpiyqBghuEUaT6Je6U,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,0.457,0.297,6,-12.511,1,0.0306,0.686,0.000107,0.109,0.333,120.021,audio_features,1OEoNpiyqBghuEUaT6Je6U,spotify:track:1OEoNpiyqBghuEUaT6Je6U,https://api.spotify.com/v1/tracks/1OEoNpiyqBghuEUaT6Je6U,https://api.spotify.com/v1/audio-analysis/1OEoNpiyqBghuEUaT6Je6U,354880,4,rock
Rockin' Into The Night,5s9a6CUATfBVq57wn0fy8m,38 Special,3zXw2Eh96iTT51pytzHdZi,0.617,0.738,0,-4.863,1,0.0302,0.0404,0.0,0.0985,0.8,128.0,audio_features,5s9a6CUATfBVq57wn0fy8m,spotify:track:5s9a6CUATfBVq57wn0fy8m,https://api.spotify.com/v1/tracks/5s9a6CUATfBVq57wn0fy8m,https://api.spotify.com/v1/audio-analysis/5s9a6CUATfBVq57wn0fy8m,240027,4,rock
Ziggy Stardust - 2012 Remaster,5IyL3XOaRPpTgxVjRIAxXU,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,0.515,0.554,7,-11.616,1,0.0784,0.0478,0.0,0.219,0.509,80.146,audio_features,5IyL3XOaRPpTgxVjRIAxXU,spotify:track:5IyL3XOaRPpTgxVjRIAxXU,https://api.spotify.com/v1/tracks/5IyL3XOaRPpTgxVjRIAxXU,https://api.spotify.com/v1/audio-analysis/5IyL3XOaRPpTgxVjRIAxXU,193880,4,rock
Dark Star,40lm5PFVQopOYaIXmyWNS9,"Crosby, Stills & Nash",2pdvghEHZJtgSXZ7cvNLou,0.676,0.491,9,-15.126,0,0.0641,0.442,0.0021,0.105,0.648,100.718,audio_features,40lm5PFVQopOYaIXmyWNS9,spotify:track:40lm5PFVQopOYaIXmyWNS9,https://api.spotify.com/v1/tracks/40lm5PFVQopOYaIXmyWNS9,https://api.spotify.com/v1/audio-analysis/40lm5PFVQopOYaIXmyWNS9,285707,4,rock
Pump It Up,0JgMHia55MBfhfqZIRi3kF,Elvis Costello & The Attractions,4qmHkMxr6pTWh5Zo74odpH,0.644,0.814,11,-6.036,1,0.0385,0.00933,0.000617,0.107,0.965,138.999,audio_features,0JgMHia55MBfhfqZIRi3kF,spotify:track:0JgMHia55MBfhfqZIRi3kF,https://api.spotify.com/v1/tracks/0JgMHia55MBfhfqZIRi3kF,https://api.spotify.com/v1/audio-analysis/0JgMHia55MBfhfqZIRi3kF,196680,4,rock
Slip Kid,5u4ux8qOKS4fZiCoA0LcG9,The Who,67ea9eGLXYMsO2eYQRui3w,0.616,0.639,0,-8.124,1,0.0638,0.343,3.86e-06,0.232,0.914,151.772,audio_features,5u4ux8qOKS4fZiCoA0LcG9,spotify:track:5u4ux8qOKS4fZiCoA0LcG9,https://api.spotify.com/v1/tracks/5u4ux8qOKS4fZiCoA0LcG9,https://api.spotify.com/v1/audio-analysis/5u4ux8qOKS4fZiCoA0LcG9,269733,4,rock
Thunder Road,56lhDZNQ5J47aog6mGKeGk,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,0.369,0.758,5,-5.871,1,0.0364,0.623,1.78e-05,0.531,0.663,140.71,audio_features,56lhDZNQ5J47aog6mGKeGk,spotify:track:56lhDZNQ5J47aog6mGKeGk,https://api.spotify.com/v1/tracks/56lhDZNQ5J47aog6mGKeGk,https://api.spotify.com/v1/audio-analysis/56lhDZNQ5J47aog6mGKeGk,288720,4,rock
This Time,27RJqlzy0TXZloJIuEYEbG,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,0.565,0.531,2,-16.233,1,0.0329,0.0033,0.000564,0.472,0.697,126.715,audio_features,27RJqlzy0TXZloJIuEYEbG,spotify:track:27RJqlzy0TXZloJIuEYEbG,https://api.spotify.com/v1/tracks/27RJqlzy0TXZloJIuEYEbG,https://api.spotify.com/v1/audio-analysis/27RJqlzy0TXZloJIuEYEbG,200560,4,rock
"Mama, I'm Coming Home",0S3gpZzlT9Hb7CCSV2owX7,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,audio_features,0S3gpZzlT9Hb7CCSV2owX7,spotify:track:0S3gpZzlT9Hb7CCSV2owX7,https://api.spotify.com/v1/tracks/0S3gpZzlT9Hb7CCSV2owX7,https://api.spotify.com/v1/audio-analysis/0S3gpZzlT9Hb7CCSV2owX7,251867,4,rock
Subterranean Homesick Blues,6k9DUKMJpWvu6eFG3O64Lg,Bob Dylan,74ASZWbe4lXaubB36ztrGX,0.576,0.727,4,-9.973,0,0.05,0.702,0.0,0.324,0.751,173.854,audio_features,6k9DUKMJpWvu6eFG3O64Lg,spotify:track:6k9DUKMJpWvu6eFG3O64Lg,https://api.spotify.com/v1/tracks/6k9DUKMJpWvu6eFG3O64Lg,https://api.spotify.com/v1/audio-analysis/6k9DUKMJpWvu6eFG3O64Lg,141293,4,rock
Good Lovin' Gone Bad - 2015 Remaster,4zzBhwmZCd1laUNgErXZIT,Bad Company,5AEG63ajney2BoDXi0Vb84,0.512,0.786,2,-7.691,1,0.0493,0.03,0.00146,0.114,0.81,128.501,audio_features,4zzBhwmZCd1laUNgErXZIT,spotify:track:4zzBhwmZCd1laUNgErXZIT,https://api.spotify.com/v1/tracks/4zzBhwmZCd1laUNgErXZIT,https://api.spotify.com/v1/audio-analysis/4zzBhwmZCd1laUNgErXZIT,216640,4,rock
London Calling - Remastered,5jzma6gCzYtKB1DbEwFZKH,The Clash,3RGLhK1IP9jnYFH4BRFJBS,0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,audio_features,5jzma6gCzYtKB1DbEwFZKH,spotify:track:5jzma6gCzYtKB1DbEwFZKH,https://api.spotify.com/v1/tracks/5jzma6gCzYtKB1DbEwFZKH,https://api.spotify.com/v1/audio-analysis/5jzma6gCzYtKB1DbEwFZKH,200480,4,rock
Hi Hi Hi - Remastered 1993,6kWk1OSOJtClm6OvSGvmM3,Wings,3sFhA6G1N0gG1pszb6kk1m,0.545,0.529,1,-11.609,0,0.049,0.00556,0.00109,0.226,0.688,132.542,audio_features,6kWk1OSOJtClm6OvSGvmM3,spotify:track:6kWk1OSOJtClm6OvSGvmM3,https://api.spotify.com/v1/tracks/6kWk1OSOJtClm6OvSGvmM3,https://api.spotify.com/v1/audio-analysis/6kWk1OSOJtClm6OvSGvmM3,187307,4,rock
Cold Shot,3QwDN08fGnGfRrsn5wLTej,Stevie Ray Vaughan,5fsDcuclIe8ZiBD5P787K1,0.427,0.553,6,-11.434,0,0.0405,0.344,0.000956,0.227,0.674,109.629,audio_features,3QwDN08fGnGfRrsn5wLTej,spotify:track:3QwDN08fGnGfRrsn5wLTej,https://api.spotify.com/v1/tracks/3QwDN08fGnGfRrsn5wLTej,https://api.spotify.com/v1/audio-analysis/3QwDN08fGnGfRrsn5wLTej,240987,4,rock
Hot In The City,5LeDMHIZ5YDZ2b1VOcYVcG,Billy Idol,7lzordPuZEXxwt9aoVZYmG,0.66,0.897,5,-5.558,1,0.0257,0.00316,2.25e-05,0.116,0.67,111.193,audio_features,5LeDMHIZ5YDZ2b1VOcYVcG,spotify:track:5LeDMHIZ5YDZ2b1VOcYVcG,https://api.spotify.com/v1/tracks/5LeDMHIZ5YDZ2b1VOcYVcG,https://api.spotify.com/v1/audio-analysis/5LeDMHIZ5YDZ2b1VOcYVcG,219133,4,rock
Space Cowboy,3GIHO9w9NG1YexVz6weGuH,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,0.502,0.551,3,-14.469,1,0.0322,0.323,0.0,0.409,0.842,120.687,audio_features,3GIHO9w9NG1YexVz6weGuH,spotify:track:3GIHO9w9NG1YexVz6weGuH,https://api.spotify.com/v1/tracks/3GIHO9w9NG1YexVz6weGuH,https://api.spotify.com/v1/audio-analysis/3GIHO9w9NG1YexVz6weGuH,206307,4,rock
Even It Up,1bHoWgbCixwEqq817VtNQa,Heart,34jw2BbxjoYalTp8cJFCPv,0.7,0.749,9,-11.262,1,0.035,0.171,0.35,0.0613,0.965,135.971,audio_features,1bHoWgbCixwEqq817VtNQa,spotify:track:1bHoWgbCixwEqq817VtNQa,https://api.spotify.com/v1/tracks/1bHoWgbCixwEqq817VtNQa,https://api.spotify.com/v1/audio-analysis/1bHoWgbCixwEqq817VtNQa,309893,4,rock
Love Hurts,1i5oEx2vFczQ2sCY3c6Kn5,Nazareth,6fvN9GmMCVKb5LY0WsnjFP,0.485,0.328,7,-11.853,1,0.0254,0.00596,0.0032,0.325,0.138,79.766,audio_features,1i5oEx2vFczQ2sCY3c6Kn5,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/tracks/1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/audio-analysis/1i5oEx2vFczQ2sCY3c6Kn5,233133,4,rock
Betty Lou's Gettin' Out Tonight,6BUuoR1kG1rRag718ibuOn,Bob Seger,485uL27bPomh29R4JmQehQ,0.552,0.985,5,-3.081,1,0.0506,0.142,0.126,0.293,0.972,170.199,audio_features,6BUuoR1kG1rRag718ibuOn,spotify:track:6BUuoR1kG1rRag718ibuOn,https://api.spotify.com/v1/tracks/6BUuoR1kG1rRag718ibuOn,https://api.spotify.com/v1/audio-analysis/6BUuoR1kG1rRag718ibuOn,171920,4,rock
I Was Made For Lovin' You,07q0QVgO56EorrSGHC48y3,KISS,07XSN3sPlIlB2L2XNcTwJw,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,audio_features,07q0QVgO56EorrSGHC48y3,spotify:track:07q0QVgO56EorrSGHC48y3,https://api.spotify.com/v1/tracks/07q0QVgO56EorrSGHC48y3,https://api.spotify.com/v1/audio-analysis/07q0QVgO56EorrSGHC48y3,271240,4,rock
Give It to Me,67trulk6j7vx2hYGXiJAxq,The J. Geils Band,69Mj3u4FTUrpyeGNSIaU6F,0.601,0.531,0,-13.784,1,0.0431,0.475,0.229,0.058,0.818,117.676,audio_features,67trulk6j7vx2hYGXiJAxq,spotify:track:67trulk6j7vx2hYGXiJAxq,https://api.spotify.com/v1/tracks/67trulk6j7vx2hYGXiJAxq,https://api.spotify.com/v1/audio-analysis/67trulk6j7vx2hYGXiJAxq,390067,4,rock
