danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.627,0.489,6,-7.52,1,0.0557,0.000105,0.00283,0.0537,0.543,119.201,223213,4
0.583,0.729,1,-6.645,0,0.0341,0.000522,1.47e-05,0.487,0.539,152.996,284613,4
0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,190627,4
0.25,0.705,6,-6.044,1,0.0313,0.0101,0.377,0.128,0.458,154.299,145293,4
0.393,0.964,3,-8.838,1,0.144,0.000735,0.0196,0.34,0.352,151.898,239280,4
0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,214947,4
0.487,0.964,8,-2.776,0,0.0904,0.000329,5.02e-06,0.333,0.378,123.108,257320,4
0.757,0.578,0,-3.886,1,0.0386,0.011,0.00672,0.127,0.954,102.96,280427,4
0.739,0.611,11,-9.829,1,0.0622,0.00557,0.725,0.04,0.794,98.004,536471,4
0.39,0.865,5,-3.985,0,0.0366,0.00815,4.47e-05,0.0802,0.379,168.108,185787,4
0.444,0.911,11,-6.117,0,0.0398,0.0139,0.00955,0.0868,0.556,106.437,282507,4
0.579,0.865,6,-4.692,1,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,246600,4
0.467,0.828,2,-6.792,0,0.0566,0.000154,0.00971,0.0943,0.338,155.134,242720,4
0.519,0.9,6,-4.844,1,0.049,0.0126,5.46e-05,0.103,0.594,120.001,243773,4
0.364,0.912,7,-2.968,1,0.107,0.000104,0.0025,0.086,0.666,105.368,189200,4
0.565,0.564,2,-10.044,1,0.0292,0.161,0.0,0.114,0.454,134.355,295533,4
0.424,0.936,10,-4.541,0,0.147,0.000249,0.0,0.0707,0.761,164.175,219933,4
0.551,0.788,7,-10.594,1,0.0337,0.339,0.000582,0.0945,0.792,124.995,185827,4
0.214,0.941,5,-2.983,0,0.0984,0.000441,0.0,0.0977,0.17,169.548,198360,4
0.673,0.286,8,-14.643,1,0.0313,0.294,0.0,0.086,0.199,120.117,256467,4
0.224,0.925,11,-1.71,0,0.0834,0.000596,1.35e-06,0.0663,0.378,138.022,132760,4
0.451,0.939,5,-2.82,0,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,204200,4
0.704,0.571,5,-7.136,1,0.0969,0.0222,0.0,0.101,0.524,141.888,206813,4
0.362,0.713,7,-4.718,1,0.0459,3.32e-05,0.946,0.44,0.124,79.987,257680,3
0.58,0.575,3,-7.72,1,0.0231,0.25,1.83e-05,0.0813,0.37,92.934,235173,4
0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,223880,4
0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,188987,4
0.444,0.865,10,-4.361,0,0.0448,0.00473,0.0,0.105,0.377,149.955,198160,4
0.392,0.863,10,-4.063,1,0.0445,1.76e-05,0.928,0.351,0.266,172.063,223933,4
0.805,0.538,10,-11.444,0,0.205,0.357,0.0327,0.112,0.615,95.015,293933,4
0.683,0.902,1,-7.389,0,0.291,0.219,0.000761,0.226,0.724,90.447,253227,4
0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,223840,4
0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587,4
0.832,0.726,11,-7.739,0,0.191,0.0283,0.0,0.0468,0.548,106.118,239733,4
0.57,0.99,1,-2.272,1,0.0876,0.00024,0.000379,0.111,0.374,106.909,183400,4
0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4
0.285,0.968,7,-3.61,1,0.0957,3.64e-05,0.000894,0.417,0.265,93.003,220544,4
0.634,0.849,0,-7.075,1,0.105,0.0438,0.0,0.363,0.919,156.004,175493,4
0.381,0.838,6,-6.562,0,0.0709,0.0046,3.77e-05,0.101,0.581,118.214,219400,4
0.502,0.934,9,-3.899,1,0.0553,8.38e-06,0.164,0.0921,0.477,102.121,213000,4
0.271,0.714,7,-5.124,1,0.0329,0.392,0.0,0.115,0.239,94.158,202347,3
0.461,0.931,10,-4.658,0,0.0936,0.000243,0.0203,0.404,0.654,150.064,259173,3
0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4
0.59,0.87,3,-4.536,1,0.0399,0.0596,1.52e-06,0.157,0.86,130.703,212133,5
0.231,0.879,11,-8.373,0,0.0566,0.0664,0.597,0.0924,0.179,119.956,398493,4
0.889,0.454,4,-8.598,0,0.221,0.0141,0.000186,0.203,0.436,100.36,250467,4
0.766,0.952,7,-1.979,1,0.0692,0.314,1.67e-06,0.139,0.911,80.481,255960,4
0.609,0.798,5,-4.448,0,0.0404,0.018,8.68e-06,0.434,0.401,130.034,209760,4
0.688,0.846,0,-5.867,1,0.0268,0.00558,0.0,0.223,0.672,102.523,180880,4
0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,217653,4
0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02,186067,4
0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,165120,4
0.729,0.356,6,-13.743,0,0.0347,0.0916,0.0905,0.052,0.392,95.026,240333,4
0.432,0.885,1,-4.911,0,0.0585,0.000875,0.000518,0.0505,0.102,141.961,223693,4
0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,179947,4
0.683,0.675,2,-5.461,1,0.0292,0.0223,0.0187,0.101,0.6,111.008,186440,4
0.199,0.994,1,-3.773,0,0.19,3.72e-06,0.893,0.263,0.0624,110.713,181253,4
0.828,0.792,10,-5.435,0,0.179,0.182,0.0,0.281,0.777,134.199,233360,4
0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,4
0.447,0.782,5,-4.056,0,0.0533,0.000965,3.2e-05,0.597,0.0956,76.476,283237,4
0.219,0.921,7,-5.663,1,0.0787,1.37e-05,0.0515,0.123,0.535,166.307,217133,4
0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,258413,4
0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
0.791,0.863,3,-6.118,0,0.151,0.317,1.13e-06,0.27,0.742,97.035,264653,4
0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240,4
0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,121160,4
0.309,0.919,2,-3.131,1,0.0609,0.00039,0.000225,0.423,0.322,103.891,261813,4
0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,4
0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,304840,4
0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,312627,4
0.47,0.644,8,-6.721,1,0.0269,0.000405,0.293,0.134,0.521,75.597,242453,4
0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,213293,4
0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4
0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,267933,4
0.573,0.735,2,-4.132,1,0.0428,0.0445,0.865,0.187,0.246,170.007,254118,4
0.414,0.945,9,-4.66,1,0.0897,0.000333,0.479,0.314,0.565,145.014,396067,4
0.675,0.61,1,-13.811,1,0.085,0.0852,0.0188,0.159,0.344,131.037,253800,4
0.533,0.882,3,-4.779,0,0.0473,1.79e-05,0.00361,0.211,0.454,128.974,249760,4
0.643,0.954,9,-3.255,1,0.108,0.00528,0.0,0.466,0.54,114.964,224087,4
0.535,0.909,8,-5.757,1,0.078,0.000495,0.00456,0.264,0.376,105.006,220071,3
0.308,0.769,11,-7.256,0,0.065,0.0331,0.0,0.214,0.488,81.853,254880,4
0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,253733,4
0.481,0.806,5,-3.919,0,0.0479,0.105,1.54e-05,0.102,0.278,123.656,234613,4
0.113,0.951,0,-4.743,0,0.129,0.00176,0.00718,0.334,0.139,200.024,441560,4
0.18,0.943,1,-6.156,1,0.133,5.87e-06,0.41,0.437,0.481,175.03,279775,4
0.181,0.778,2,-5.506,1,0.0386,4.28e-05,0.156,0.0991,0.0834,97.678,199027,4
0.373,0.988,6,-4.005,1,0.174,1.93e-05,0.0,0.422,0.288,139.471,215653,4
0.394,0.88,0,-1.395,1,0.047,0.0321,0.0,0.349,0.212,97.472,264625,4
0.589,0.958,7,-3.869,1,0.05,0.00714,0.481,0.378,0.245,128.013,350625,4
0.315,0.97,8,-4.709,1,0.102,0.000696,0.0,0.277,0.423,178.068,202493,4
0.193,0.863,1,-4.579,1,0.0618,1.19e-05,5.05e-06,0.352,0.364,95.011,245693,4
0.399,0.974,4,-3.423,0,0.105,0.000281,0.0517,0.137,0.121,143.009,302160,4
0.906,0.63,0,-8.071,1,0.0575,0.000547,0.616,0.0994,0.342,122.458,239253,4
0.67,0.558,2,-9.159,1,0.0251,0.238,0.0,0.106,0.63,80.511,173493,4
0.686,0.198,7,-17.268,1,0.156,0.576,0.0,0.107,0.837,93.887,180733,4
0.499,0.361,2,-10.771,1,0.0299,0.568,0.0,0.0991,0.422,134.894,316920,4
0.297,0.637,0,-7.926,0,0.0336,0.0014,0.18,0.247,0.332,94.73,241173,4
0.621,0.901,2,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967,300773,4
0.604,0.614,9,-7.087,1,0.0317,0.0853,0.00403,0.108,0.592,129.137,242893,4
0.371,0.908,5,-3.569,1,0.0786,4.37e-06,7.15e-05,0.345,0.279,119.916,186000,3
0.61,0.889,0,-6.566,1,0.0905,0.224,2.6e-05,0.0529,0.491,115.1,292533,4
0.783,0.676,0,-7.737,1,0.0469,0.269,0.0,0.5,0.824,124.922,224200,4
0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,166827,4
0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,228347,4
0.715,0.702,4,-6.055,1,0.0296,0.109,7.73e-06,0.255,0.954,127.446,171293,4
0.63,0.806,4,-10.728,0,0.0412,0.0228,0.00515,0.135,0.802,134.467,327133,4
0.725,0.614,0,-7.015,1,0.0409,0.136,0.792,0.062,0.429,95.039,336800,4
0.551,0.865,9,-5.005,1,0.0399,0.00585,0.0,0.14,0.244,112.486,240453,4
0.584,0.533,10,-7.11,0,0.0305,0.684,0.0,0.306,0.224,131.745,288427,3
0.486,0.989,8,-2.738,1,0.243,0.000243,0.0,0.138,0.364,157.984,201120,4
0.412,0.823,4,-2.572,0,0.0323,9.83e-05,8.15e-05,0.153,0.162,154.117,207587,4
0.317,0.834,10,-4.219,1,0.0754,0.00111,2.24e-06,0.14,0.231,89.804,194907,4
0.439,0.988,11,-4.289,0,0.0872,0.000132,0.00572,0.318,0.246,92.539,272553,4
0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,224693,4
0.266,0.96,7,-4.408,1,0.222,4.28e-06,0.00195,0.219,0.444,159.984,204000,4
0.419,0.932,1,-3.604,0,0.106,0.00171,0.0,0.137,0.445,169.881,268000,4
0.451,0.923,8,-5.303,1,0.103,0.000517,2.75e-05,0.648,0.318,111.361,215453,4
0.946,0.772,4,-7.537,0,0.121,0.0512,2.26e-06,0.0612,0.743,116.972,263914,4
0.869,0.687,1,-6.816,1,0.263,0.0208,1e-06,0.114,0.668,96.006,233787,4
0.828,0.487,6,-6.142,0,0.0343,0.247,1.86e-05,0.136,0.761,85.027,280160,4
0.187,0.832,2,-3.98,1,0.0528,3.79e-05,0.518,0.0739,0.114,128.739,591307,4
0.33,0.735,5,-6.007,0,0.0375,0.0154,0.656,0.212,0.162,135.114,324107,4
0.51,0.503,10,-8.756,0,0.242,0.0216,0.002,0.108,0.193,153.582,243773,4
0.357,0.997,1,-1.4,1,0.109,0.00547,2.15e-06,0.346,0.235,179.911,232333,4
0.427,0.465,6,-6.595,1,0.0291,0.461,5.52e-05,0.154,0.458,112.137,206387,3
0.287,0.973,4,-5.034,0,0.124,9.93e-06,0.0846,0.19,0.324,115.228,243081,4
0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,223973,4
0.502,0.652,9,-7.224,1,0.3,0.0848,0.0,0.0675,0.648,136.08,254093,4
0.468,0.951,5,-3.34,0,0.359,0.00614,0.0,0.4,0.811,164.136,210965,4
0.712,0.759,11,-5.397,1,0.334,0.016,0.0808,0.217,0.738,79.103,249333,4
0.385,0.931,0,-4.314,0,0.0554,4.93e-05,0.000995,0.127,0.353,159.991,244787,4
0.474,0.977,0,-3.527,0,0.0837,0.000137,0.0,0.357,0.44,102.515,246093,4
0.437,0.928,2,-3.807,0,0.102,0.000243,0.00291,0.408,0.379,81.958,244787,4
0.489,0.937,2,-3.116,0,0.0938,0.000384,2.06e-05,0.139,0.448,82.52,185693,4
0.377,0.941,6,-3.932,1,0.0847,0.000331,0.0,0.0995,0.723,166.016,235147,4
0.434,0.94,4,-3.494,1,0.0546,3.59e-06,0.0,0.0959,0.497,91.012,183147,4
0.619,0.936,2,-2.205,0,0.0739,0.0183,0.0,0.361,0.739,108.011,181907,4
0.837,0.478,6,-5.861,0,0.0627,0.0571,0.00129,0.0569,0.81,78.746,254800,4
0.52,0.904,8,-3.914,0,0.0441,0.000402,0.0,0.328,0.633,112.009,220265,4
0.52,0.743,7,-6.514,1,0.0651,0.0572,6.9e-06,0.109,0.794,143.891,268787,4
0.507,0.734,6,-5.124,1,0.13,0.00625,3.54e-06,0.677,0.632,157.066,228646,4
0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920,4
0.821,0.759,8,-8.541,1,0.121,0.247,0.0,0.321,0.962,140.01,185143,4
0.523,0.861,0,-3.447,1,0.0644,0.0336,0.0,0.144,0.346,127.049,229149,4
0.713,0.519,7,-7.326,1,0.0566,0.0387,0.0,0.134,0.64,98.098,217800,4
0.845,0.506,1,-5.971,1,0.0409,0.0228,1.03e-06,0.0879,0.647,99.051,264947,4
0.622,0.701,8,-5.452,1,0.0559,0.423,0.0,0.0955,0.645,179.998,207013,4
0.479,0.419,0,-6.517,1,0.0389,0.568,0.000217,0.11,0.186,85.014,172724,4
0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,4
0.79,0.585,8,-6.058,1,0.0348,0.185,0.0,0.292,0.585,94.072,226000,4
0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,226581,4
0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,197854,4
0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,226867,4
0.779,0.472,11,-7.116,1,0.218,0.0577,0.0,0.114,0.412,135.051,142212,4
0.593,0.783,10,-4.716,1,0.0358,0.0165,7.26e-05,0.167,0.646,141.345,221613,4
0.807,0.625,1,-6.57,0,0.114,0.585,6.47e-06,0.11,0.756,94.064,269387,4
0.758,0.957,7,-2.282,1,0.0357,0.039,0.0,0.133,0.966,111.119,267933,4
0.557,0.665,8,-5.021,0,0.109,0.052,0.0,0.163,0.783,96.214,265557,4
0.654,0.568,8,-8.587,0,0.0434,0.113,0.0,0.094,0.595,79.406,219280,4
0.624,0.977,11,-3.34,0,0.22,0.00615,0.0,0.253,0.74,126.129,177573,4
0.678,0.662,0,-6.719,1,0.0278,0.187,0.261,0.125,0.383,139.048,250713,4
0.611,0.858,9,-4.581,0,0.0363,0.00185,0.00727,0.23,0.959,131.997,154076,4
0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4
0.316,0.977,9,-4.816,0,0.219,8.58e-05,0.761,0.238,0.239,179.984,445571,4
0.429,0.934,2,-6.66,1,0.122,1.4e-05,0.00168,0.246,0.16,134.577,253144,4
0.541,0.98,1,-3.463,1,0.0832,0.000172,1.6e-06,0.319,0.388,107.779,237693,4
0.478,0.704,7,-6.283,1,0.0276,0.000112,0.0,0.0957,0.398,88.011,251200,4
0.553,0.871,1,-5.31,1,0.0589,0.0246,0.000107,0.181,0.474,144.064,243173,4
0.424,0.951,3,-4.155,0,0.0585,0.00027,0.00297,0.16,0.521,97.529,233480,4
0.472,0.893,5,-3.971,0,0.056,0.0378,1.07e-06,0.133,0.388,94.028,235973,4
0.303,0.996,11,-2.675,0,0.116,0.0103,5.24e-06,0.338,0.494,139.337,407480,4
0.511,0.884,6,-5.212,0,0.0412,0.000189,0.0,0.0899,0.495,106.059,216600,4
0.207,0.953,11,-4.635,1,0.153,0.000166,0.00927,0.257,0.2,106.945,244520,4
0.663,0.599,2,-13.299,1,0.378,0.0145,0.0,0.15,0.259,200.312,235627,4
0.836,0.728,10,-12.058,0,0.234,0.00569,0.000819,0.0649,0.599,100.842,319907,4
0.641,0.63,8,-6.393,1,0.0521,0.0372,0.0,0.4,0.415,79.955,241933,4
0.832,0.666,1,-4.92,0,0.0633,0.143,0.0,0.072,0.81,109.536,223890,4
0.744,0.697,8,-14.753,1,0.0631,0.039,0.0,0.171,0.683,119.955,258200,4
0.847,0.92,10,-7.261,0,0.287,0.0902,1.33e-05,0.126,0.519,93.532,266027,4
0.761,0.727,1,-12.655,1,0.133,0.0362,0.00498,0.0461,0.739,103.013,243800,4
0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,257360,4
0.797,0.563,6,-14.138,0,0.123,0.119,0.323,0.0969,0.687,108.369,172267,4
0.876,0.71,11,-12.908,1,0.347,0.0654,0.00312,0.918,0.724,98.305,218333,4
0.917,0.384,1,-14.559,1,0.128,0.11,0.0,0.152,0.752,102.651,242133,4
0.763,0.742,6,-10.975,0,0.188,0.0984,0.0,0.38,0.483,98.145,268910,4
0.943,0.685,7,-11.903,1,0.188,0.000507,8.56e-06,0.0604,0.813,125.515,263573,4
0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265,248867,4
0.888,0.822,5,-6.843,0,0.219,0.0025,0.0197,0.303,0.233,102.753,312360,4
0.324,0.84,1,-7.31,1,0.0489,0.358,0.000239,0.367,0.576,136.136,227627,4
0.7,0.781,6,-8.255,0,0.0507,0.0874,0.00342,0.059,0.385,108.695,289067,4
0.435,0.658,8,-8.179,1,0.0661,0.195,0.0,0.102,0.184,130.276,269787,4
0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053,4
0.743,0.5,9,-14.105,1,0.0513,0.0515,0.0,0.0373,0.903,112.989,249560,4
0.81,0.386,7,-14.932,1,0.0595,0.0778,0.00112,0.0404,0.812,122.585,260493,4
0.45,0.658,2,-7.064,1,0.0472,0.648,3.14e-06,0.264,0.781,106.799,287307,4
0.624,0.685,6,-11.515,0,0.0368,0.0198,6.44e-06,0.322,0.782,110.043,260333,4
0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,4
0.649,0.857,7,-7.015,1,0.044,0.11,1.21e-05,0.0871,0.962,149.583,225507,4
0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,234333,4
0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,236920,4
0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,216533,4
0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,220707,4
0.526,0.924,7,-5.591,1,0.0391,0.027,0.000728,0.598,0.793,147.28,220707,4
0.606,0.627,0,-10.59,1,0.0487,0.0243,0.000153,0.366,0.729,121.608,199827,4
0.561,0.365,8,-10.431,1,0.0284,0.814,0.0018,0.454,0.375,80.428,224707,4
0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,220867,4
0.457,0.64,0,-12.231,1,0.0437,0.000384,0.000142,0.0611,0.634,156.203,230027,4
0.286,0.5,1,-14.281,0,0.0357,0.134,4.57e-05,0.108,0.443,99.162,343933,4
0.624,0.594,7,-11.627,1,0.0358,0.149,0.0,0.355,0.689,149.326,223267,4
0.485,0.328,7,-11.853,1,0.0254,0.00596,0.0032,0.325,0.138,79.766,233133,4
0.466,0.438,4,-12.858,1,0.0608,0.089,5.62e-06,0.113,0.587,193.1,233000,4
0.559,0.764,2,-7.058,0,0.0348,0.00441,0.0299,0.0807,0.932,143.319,213693,4
0.727,0.834,2,-5.851,1,0.0496,0.165,0.0,0.105,0.816,131.7,194120,4
0.32,0.428,7,-8.979,1,0.0288,0.342,2.91e-05,0.168,0.268,127.68,219480,4
0.611,0.583,2,-10.428,1,0.0408,0.611,0.0853,0.0688,0.53,129.432,350267,4
0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,296080,4
0.719,0.9,5,-6.686,1,0.0454,0.0683,0.0465,0.397,0.926,98.796,252253,4
0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,243773,4
0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489,4
0.625,0.435,7,-12.02,1,0.0286,0.02,0.00245,0.202,0.484,150.832,247200,4
0.679,0.657,5,-9.897,1,0.0255,0.4,0.0,0.0497,0.546,97.8,266867,4
0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891,227933,4
0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,230133,4
0.632,0.657,3,-5.144,0,0.0967,0.0292,0.0,0.233,0.151,91.38,229080,4
0.834,0.917,10,-3.194,1,0.205,0.165,0.0,0.0533,0.601,82.766,214533,4
0.836,0.661,7,-6.502,0,0.338,0.0208,0.0,0.449,0.753,76.71,213200,4
0.659,0.738,4,-4.077,0,0.362,0.00561,0.0,0.319,0.516,93.796,251907,4
0.697,0.901,7,-7.154,1,0.259,0.169,0.0,0.356,0.535,103.145,290160,4
0.465,0.569,9,-7.952,0,0.0376,0.1,0.0422,0.106,0.114,91.529,536760,4
0.671,0.88,8,-6.149,0,0.0552,0.00181,0.691,0.285,0.782,136.953,214883,4
0.753,0.789,8,-7.469,0,0.0274,0.00779,0.111,0.325,0.65,126.008,263053,4
0.495,0.743,7,-4.021,1,0.0341,0.000748,0.393,0.322,0.151,140.047,244286,4
0.611,0.148,4,-15.944,0,0.039,0.919,0.00266,0.125,0.335,83.78,184533,4
0.606,0.847,10,-5.96,1,0.403,0.00553,0.00169,0.819,0.483,126.257,169427,4
0.524,0.601,0,-13.399,0,0.0335,0.00108,0.601,0.398,0.314,139.972,305786,4
0.591,0.956,5,-4.813,0,0.116,0.00556,0.00102,0.367,0.652,140.062,240012,4
0.628,0.89,9,-7.923,1,0.0302,0.0877,0.449,0.216,0.592,104.989,422827,4
0.807,0.97,10,-6.056,0,0.0477,0.0536,6.6e-05,0.149,0.876,114.297,242373,4
0.735,0.555,1,-8.84,0,0.0366,0.382,0.856,0.0952,0.523,100.01,277975,4
0.182,0.849,1,-9.809,1,0.0381,0.00637,0.942,0.302,0.223,165.928,219847,4
0.604,0.755,0,-10.761,1,0.0337,0.000298,0.817,0.0625,0.387,137.064,243267,4
0.623,0.95,7,-2.316,1,0.186,0.329,0.0,0.156,0.793,176.809,179853,4
0.468,0.737,2,-12.232,1,0.0349,6.7e-05,0.894,0.366,0.0398,99.991,228280,4
0.616,0.346,10,-10.438,1,0.0304,0.604,0.00232,0.0914,0.344,143.351,274493,4
0.779,0.411,5,-17.37,1,0.0322,0.626,0.853,0.0848,0.941,113.08,429000,4
0.683,0.755,5,-4.312,1,0.229,0.042,0.0,0.0422,0.584,88.944,229787,4
0.458,0.12,5,-22.644,0,0.0512,0.984,0.0993,0.111,0.372,125.035,160440,5
0.318,0.334,7,-9.267,0,0.0487,0.854,0.0,0.188,0.541,78.508,174000,4
0.633,0.952,9,-4.274,0,0.0338,0.0532,1.73e-06,0.989,0.765,95.423,249500,4
0.196,0.0593,2,-19.547,1,0.0364,0.969,0.753,0.701,0.036,76.227,292436,4
0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293,4
0.483,0.0176,7,-25.501,0,0.052,0.994,0.928,0.0912,0.2,76.384,301733,4
0.4,0.348,7,-15.4,0,0.037,0.773,0.78,0.0889,0.331,157.808,136547,4
0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,227387,4
0.484,0.847,6,-5.042,1,0.349,0.0373,0.0,0.118,0.67,105.048,251373,4
0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,180493,4
0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,246053,4
0.624,0.766,9,-6.31,1,0.396,0.00494,0.0,0.107,0.714,91.727,262640,4
0.652,0.671,4,-5.376,0,0.315,0.00402,2.89e-05,0.598,0.518,159.963,208387,4
0.548,0.893,6,-4.403,0,0.602,0.0838,0.0,0.0842,0.667,172.241,173200,4
0.937,0.592,6,-4.659,1,0.287,0.34,0.0,0.0935,0.811,99.636,180387,4
0.802,0.461,11,-12.367,0,0.302,0.0757,0.0,0.109,0.74,90.995,185933,4
0.49,0.801,5,-5.982,0,0.0601,0.0132,0.0,0.116,0.505,138.072,214013,4
0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,172867,4
0.764,0.949,1,-2.824,0,0.0529,0.025,0.0265,0.197,0.509,87.982,229080,4
0.503,0.468,1,-16.829,0,0.0374,0.0256,0.00134,0.0842,0.215,102.451,385893,4
0.667,0.673,4,-6.006,1,0.0536,0.117,0.0,0.343,0.706,151.834,229040,4
0.85,0.742,2,-8.105,0,0.034,0.34,0.0067,0.105,0.642,113.112,426560,4
0.547,0.718,0,-8.309,1,0.0269,0.00325,0.672,0.0718,0.868,137.978,209000,4
0.473,0.82,8,-5.702,1,0.0408,0.031,1.55e-05,0.0414,0.678,84.893,221413,4
0.706,0.727,5,-8.06,1,0.0317,0.0698,5.31e-06,0.115,0.903,92.938,231093,4
0.887,0.441,0,-8.98,1,0.114,0.0514,0.00667,0.0338,0.715,129.908,126880,4
0.404,0.571,0,-5.069,1,0.0303,0.182,2.08e-05,0.129,0.29,147.01,245933,4
0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,222773,4
0.593,0.626,4,-11.287,1,0.0317,0.0931,0.166,0.218,0.753,150.483,366827,4
0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,208600,4
0.667,0.548,9,-7.802,1,0.0262,0.744,0.0122,0.0946,0.29,112.549,286880,4
0.488,0.833,11,-3.876,1,0.0387,0.273,0.0,0.192,0.257,94.841,237440,4
0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,233640,4
0.423,0.922,3,-2.6,1,0.0411,0.017,0.0,0.102,0.567,156.046,204853,4
0.512,0.525,5,-6.823,1,0.0401,0.327,3.3e-06,0.081,0.294,169.951,240040,4
0.482,0.807,0,-6.976,1,0.0457,0.0281,0.0,0.177,0.516,187.918,254547,4
0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,272080,4
0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,4
0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,242947,4
