Title,track_id,artist,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genres,Sorted_genres
Hollow,160hN2OsDXnmgExwtG7cvD,Tori Kelly,1vSN1fsvrzpbttOYGsliDr,0.606,0.656,2,-6.85,0,0.0361,0.0187,0.00654,0.44,0.454,126.044,audio_features,160hN2OsDXnmgExwtG7cvD,spotify:track:160hN2OsDXnmgExwtG7cvD,https://api.spotify.com/v1/tracks/160hN2OsDXnmgExwtG7cvD,https://api.spotify.com/v1/audio-analysis/160hN2OsDXnmgExwtG7cvD,210606,4,"['pop', 'post-teen pop']",pop
Break Up with Him,5ZManJDV3CexO66nRCkdiV,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0.617,0.632,8,-5.381,1,0.0371,0.0675,0.0,0.108,0.564,151.988,audio_features,5ZManJDV3CexO66nRCkdiV,spotify:track:5ZManJDV3CexO66nRCkdiV,https://api.spotify.com/v1/tracks/5ZManJDV3CexO66nRCkdiV,https://api.spotify.com/v1/audio-analysis/5ZManJDV3CexO66nRCkdiV,207733,4,"['contemporary country', 'country', 'country road', 'modern country rock']",country
Catch & Release,29MwtMspIroR2wFYEJ7ps0,Matt Simons,1g0fXhQMHAxlRyIBkCbuE7,0.62,0.447,1,-9.383,0,0.147,0.815,0.000216,0.111,0.612,86.647,audio_features,29MwtMspIroR2wFYEJ7ps0,spotify:track:29MwtMspIroR2wFYEJ7ps0,https://api.spotify.com/v1/tracks/29MwtMspIroR2wFYEJ7ps0,https://api.spotify.com/v1/audio-analysis/29MwtMspIroR2wFYEJ7ps0,240467,4,['neo-singer-songwriter'],singer-songwriter
Fortune Cookie,3FNCYiEmLHChlMxU6ShUrP,Emma Bale,1vlR56ECqMAOA2mUTcTgPV,0.63,0.474,5,-6.536,1,0.0541,0.414,0.0,0.278,0.362,95.024,audio_features,3FNCYiEmLHChlMxU6ShUrP,spotify:track:3FNCYiEmLHChlMxU6ShUrP,https://api.spotify.com/v1/tracks/3FNCYiEmLHChlMxU6ShUrP,https://api.spotify.com/v1/audio-analysis/3FNCYiEmLHChlMxU6ShUrP,181463,4,['belgian pop'],pop
Where Do I Even Start?,3w9RqH88TFWrtYi1hRyuf5,Morgan Taylor Reid,7hcDQU85uaQ8eSUAhQcwPx,0.575,0.395,6,-9.701,0,0.0341,0.813,0.0821,0.0981,0.113,119.929,audio_features,3w9RqH88TFWrtYi1hRyuf5,spotify:track:3w9RqH88TFWrtYi1hRyuf5,https://api.spotify.com/v1/tracks/3w9RqH88TFWrtYi1hRyuf5,https://api.spotify.com/v1/audio-analysis/3w9RqH88TFWrtYi1hRyuf5,242250,4,['deep acoustic pop'],pop
Finding out More,2AIlww0AHmRtHrCd0s2O1R,HAEVN,65Tmt9uAPTYGl1ZhsOeEJ6,0.748,0.354,5,-9.848,0,0.0367,0.401,0.00141,0.103,0.318,140.01,audio_features,2AIlww0AHmRtHrCd0s2O1R,spotify:track:2AIlww0AHmRtHrCd0s2O1R,https://api.spotify.com/v1/tracks/2AIlww0AHmRtHrCd0s2O1R,https://api.spotify.com/v1/audio-analysis/2AIlww0AHmRtHrCd0s2O1R,205013,4,['dutch pop'],pop
Sweet Hurt,2q3v8cuFmaaSFZPnXhgulP,Jack Savoretti,7nC05zmJukRGYObQeRgg3x,0.743,0.666,0,-6.593,1,0.0291,0.295,0.00015,0.348,0.554,133.963,audio_features,2q3v8cuFmaaSFZPnXhgulP,spotify:track:2q3v8cuFmaaSFZPnXhgulP,https://api.spotify.com/v1/tracks/2q3v8cuFmaaSFZPnXhgulP,https://api.spotify.com/v1/audio-analysis/2q3v8cuFmaaSFZPnXhgulP,204147,4,['acoustic pop'],pop
I'd Rather Be with You,1LcAIDIp2YA6hgtK0LOfIV,Joshua Radin,7omzannyG2lfDqP5xyZo34,0.601,0.486,1,-12.301,1,0.0344,0.0833,0.000227,0.136,0.253,81.461,audio_features,1LcAIDIp2YA6hgtK0LOfIV,spotify:track:1LcAIDIp2YA6hgtK0LOfIV,https://api.spotify.com/v1/tracks/1LcAIDIp2YA6hgtK0LOfIV,https://api.spotify.com/v1/audio-analysis/1LcAIDIp2YA6hgtK0LOfIV,169213,4,"['acoustic pop', 'neo mellow']",pop
Ships In The Night,01kXLqZPKVTRVxFcEmTXMD,Mat Kearney,2NQEwAVHBNcI0tGMLlWwF1,0.448,0.885,9,-3.755,1,0.0562,0.111,3.65e-06,0.0476,0.134,178.151,audio_features,01kXLqZPKVTRVxFcEmTXMD,spotify:track:01kXLqZPKVTRVxFcEmTXMD,https://api.spotify.com/v1/tracks/01kXLqZPKVTRVxFcEmTXMD,https://api.spotify.com/v1/audio-analysis/01kXLqZPKVTRVxFcEmTXMD,255893,4,"['acoustic pop', 'neo mellow']",pop
God Gave Me You,0ZgehEjqsRScwDPdb6kWkg,Dave Barnes,7hbH1qupmU6HxVBjWJItlq,0.461,0.825,4,-6.465,1,0.0365,0.0033,7.86e-06,0.153,0.538,152.074,audio_features,0ZgehEjqsRScwDPdb6kWkg,spotify:track:0ZgehEjqsRScwDPdb6kWkg,https://api.spotify.com/v1/tracks/0ZgehEjqsRScwDPdb6kWkg,https://api.spotify.com/v1/audio-analysis/0ZgehEjqsRScwDPdb6kWkg,228960,4,"['acoustic pop', 'neo mellow']",pop
Happy as the Sun,1y3inOvjbVkdHOCl9LnACl,Tyrone Wells,5zeCSgiRyezbfLiGOpKAsR,0.763,0.246,5,-13.204,1,0.0445,0.833,0.0,0.106,0.654,124.97,audio_features,1y3inOvjbVkdHOCl9LnACl,spotify:track:1y3inOvjbVkdHOCl9LnACl,https://api.spotify.com/v1/tracks/1y3inOvjbVkdHOCl9LnACl,https://api.spotify.com/v1/audio-analysis/1y3inOvjbVkdHOCl9LnACl,164640,4,"['acoustic pop', 'neo mellow']",pop
Beautiful Disaster,5uNEaSgkkPw6vLCUh3KsdQ,Jon McLaughlin,6z29S0IoiBJpSMP8plyCj7,0.432,0.664,7,-4.662,1,0.0302,0.215,0.0,0.15,0.294,156.216,audio_features,5uNEaSgkkPw6vLCUh3KsdQ,spotify:track:5uNEaSgkkPw6vLCUh3KsdQ,https://api.spotify.com/v1/tracks/5uNEaSgkkPw6vLCUh3KsdQ,https://api.spotify.com/v1/audio-analysis/5uNEaSgkkPw6vLCUh3KsdQ,251640,4,"['acoustic pop', 'indy indie', 'neo mellow', 'piano rock']",pop
Restless Heart,6k7HtqyhIYJMg6DgUwZc6M,Matt Hires,5r2ltbRmBrS2c0J4oTwfGo,0.556,0.774,2,-4.635,1,0.0309,0.00169,0.0,0.192,0.635,139.903,audio_features,6k7HtqyhIYJMg6DgUwZc6M,spotify:track:6k7HtqyhIYJMg6DgUwZc6M,https://api.spotify.com/v1/tracks/6k7HtqyhIYJMg6DgUwZc6M,https://api.spotify.com/v1/audio-analysis/6k7HtqyhIYJMg6DgUwZc6M,200829,4,"['acoustic pop', 'tampa indie']",pop
Hero's Song,7G2TDdBavbzpMyh595dnzb,Brendan James,2aIPQyKrN3oVev1kHudiai,0.457,0.451,0,-8.642,1,0.132,0.741,4.65e-05,0.0913,0.255,161.973,audio_features,7G2TDdBavbzpMyh595dnzb,spotify:track:7G2TDdBavbzpMyh595dnzb,https://api.spotify.com/v1/tracks/7G2TDdBavbzpMyh595dnzb,https://api.spotify.com/v1/audio-analysis/7G2TDdBavbzpMyh595dnzb,252307,4,['acoustic pop'],pop
If You're Gonna Leave,7spcc0WMgkXCjdc8t1ugB2,Emerson Hart,2reIJufJrKUlBOGrQ3nzvX,0.448,0.519,1,-5.607,1,0.0301,0.0251,0.0,0.099,0.355,154.22,audio_features,7spcc0WMgkXCjdc8t1ugB2,spotify:track:7spcc0WMgkXCjdc8t1ugB2,https://api.spotify.com/v1/tracks/7spcc0WMgkXCjdc8t1ugB2,https://api.spotify.com/v1/audio-analysis/7spcc0WMgkXCjdc8t1ugB2,230160,4,"['acoustic pop', 'neo mellow']",pop
Pimp Tha Pen - Feat. Lil’ Keke,0AuMW2IzJYx2MzPRob8yoI,DJ Screw,6TC6ZeVdvCuBSn32h5Msul,0.83,0.539,7,-8.45,1,0.266,0.0749,0.0,0.489,0.542,138.823,audio_features,0AuMW2IzJYx2MzPRob8yoI,spotify:track:0AuMW2IzJYx2MzPRob8yoI,https://api.spotify.com/v1/tracks/0AuMW2IzJYx2MzPRob8yoI,https://api.spotify.com/v1/audio-analysis/0AuMW2IzJYx2MzPRob8yoI,193560,4,"['chopped and screwed', 'crunk', 'dirty south rap', 'gangster rap', 'houston rap', 'trap']",rap
Rattle That Lock,6IYLjqSKQ4ma8FwlZd9LLI,David Gilmour,2FcC4sDMXme2ziI7tGKMK8,0.71,0.62,0,-11.62,0,0.0422,0.325,0.0,0.165,0.786,120.069,audio_features,6IYLjqSKQ4ma8FwlZd9LLI,spotify:track:6IYLjqSKQ4ma8FwlZd9LLI,https://api.spotify.com/v1/tracks/6IYLjqSKQ4ma8FwlZd9LLI,https://api.spotify.com/v1/audio-analysis/6IYLjqSKQ4ma8FwlZd9LLI,295573,4,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'symphonic rock']",rock
Bad Blood,44tDqFYrK86OVaxzLhUbVv,Nao,7aFTOGFDEqDtJUCziLVsVC,0.546,0.421,5,-5.669,0,0.087,0.659,3.1e-06,0.065,0.443,115.65,audio_features,44tDqFYrK86OVaxzLhUbVv,spotify:track:44tDqFYrK86OVaxzLhUbVv,https://api.spotify.com/v1/tracks/44tDqFYrK86OVaxzLhUbVv,https://api.spotify.com/v1/audio-analysis/44tDqFYrK86OVaxzLhUbVv,241627,4,"['alternative r&b', 'uk contemporary r&b']",r&b
Nothin On My Mind,4KHoA5qhUxrvye9Ku4dyqT,Astronomyy,3EpmmPtV7DduqNmeqaADIm,0.652,0.527,4,-9.629,0,0.0293,0.0514,3.09e-05,0.0961,0.0978,90.006,audio_features,4KHoA5qhUxrvye9Ku4dyqT,spotify:track:4KHoA5qhUxrvye9Ku4dyqT,https://api.spotify.com/v1/tracks/4KHoA5qhUxrvye9Ku4dyqT,https://api.spotify.com/v1/audio-analysis/4KHoA5qhUxrvye9Ku4dyqT,191261,4,"['indie poptimism', 'vapor pop']",pop
Powers,0xlg27g9OXI2PHvwLJSCoo,Lostboycrow,5PxCTrv3Y1xVACfngpt7D2,0.495,0.48,9,-7.633,0,0.0683,0.517,1.3e-06,0.101,0.179,159.918,audio_features,0xlg27g9OXI2PHvwLJSCoo,spotify:track:0xlg27g9OXI2PHvwLJSCoo,https://api.spotify.com/v1/tracks/0xlg27g9OXI2PHvwLJSCoo,https://api.spotify.com/v1/audio-analysis/0xlg27g9OXI2PHvwLJSCoo,202827,4,"['indie poptimism', 'indietronica']",indie pop
Killer,0FRSy0AEebEeqs2SjtCFKt,Wrongonyou,0kSZOK3LXhqJaNWVBMbIPt,0.327,0.57,4,-7.583,0,0.035,0.721,6.77e-05,0.0873,0.0966,116.805,audio_features,0FRSy0AEebEeqs2SjtCFKt,spotify:track:0FRSy0AEebEeqs2SjtCFKt,https://api.spotify.com/v1/tracks/0FRSy0AEebEeqs2SjtCFKt,https://api.spotify.com/v1/audio-analysis/0FRSy0AEebEeqs2SjtCFKt,170519,4,"['italian indie pop', 'rome indie']",indie pop
Evil Twin,4jzRvmHo5owQBLa7tNH5gL,Krrum,1qxSVLNqRcdhXPkE6suUlN,0.709,0.459,2,-8.145,1,0.0937,0.0668,0.00176,0.0376,0.26,88.027,audio_features,4jzRvmHo5owQBLa7tNH5gL,spotify:track:4jzRvmHo5owQBLa7tNH5gL,https://api.spotify.com/v1/tracks/4jzRvmHo5owQBLa7tNH5gL,https://api.spotify.com/v1/audio-analysis/4jzRvmHo5owQBLa7tNH5gL,218716,4,"['indietronica', 'vapor soul']",indietronica
Stress No More,0X1GprmbIDOcvIyZP9xLoV,Justin Love,2hb9qKOv4xtA7W3Nx0W5ZF,0.693,0.291,11,-12.822,1,0.0793,0.0913,0.0,0.0864,0.722,97.041,audio_features,0X1GprmbIDOcvIyZP9xLoV,spotify:track:0X1GprmbIDOcvIyZP9xLoV,https://api.spotify.com/v1/tracks/0X1GprmbIDOcvIyZP9xLoV,https://api.spotify.com/v1/audio-analysis/0X1GprmbIDOcvIyZP9xLoV,150309,4,['pop r&b'],r&b
Uber Everywhere,7zBPzAjKAqQpcv8F8GCq5s,MadeinTYO,5SyGEPymt1G2uto47tVWvZ,0.779,0.455,1,-15.025,1,0.28,0.0542,0.0,0.177,0.197,140.181,audio_features,7zBPzAjKAqQpcv8F8GCq5s,spotify:track:7zBPzAjKAqQpcv8F8GCq5s,https://api.spotify.com/v1/tracks/7zBPzAjKAqQpcv8F8GCq5s,https://api.spotify.com/v1/audio-analysis/7zBPzAjKAqQpcv8F8GCq5s,153429,4,"['atl hip hop', 'melodic rap', 'trap']",rap
Stay A Little Longer,23EkfwUdsRIz7jAZIcC8gb,Brothers Osborne,39NR3AUhpbbqKM33vWn2fp,0.557,0.886,6,-5.356,1,0.0302,0.0377,0.108,0.163,0.545,96.989,audio_features,23EkfwUdsRIz7jAZIcC8gb,spotify:track:23EkfwUdsRIz7jAZIcC8gb,https://api.spotify.com/v1/tracks/23EkfwUdsRIz7jAZIcC8gb,https://api.spotify.com/v1/audio-analysis/23EkfwUdsRIz7jAZIcC8gb,335480,4,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",country
Bundy,0O62ZloCSIqr0Gqlq6XaC9,Animal Alpha,2D33pq4ECo3gsLbRt3eeo6,0.464,0.897,8,-4.733,1,0.0632,0.000217,0.468,0.168,0.319,147.477,audio_features,0O62ZloCSIqr0Gqlq6XaC9,spotify:track:0O62ZloCSIqr0Gqlq6XaC9,https://api.spotify.com/v1/tracks/0O62ZloCSIqr0Gqlq6XaC9,https://api.spotify.com/v1/audio-analysis/0O62ZloCSIqr0Gqlq6XaC9,226480,4,['norwegian rock'],rock
Substitute,04SW6JT5e58O9neoXmd218,El Caco,5M5tHP0quatNiMXpigYMzL,0.53,0.932,1,-4.143,0,0.0594,3.15e-05,0.000349,0.0958,0.515,140.025,audio_features,04SW6JT5e58O9neoXmd218,spotify:track:04SW6JT5e58O9neoXmd218,https://api.spotify.com/v1/tracks/04SW6JT5e58O9neoXmd218,https://api.spotify.com/v1/audio-analysis/04SW6JT5e58O9neoXmd218,254041,4,['norwegian rock'],rock
Headstone,6j2ofpfwQyUFfN6n6k2l3A,Djerv,0maicLMFF0aeHwJlQgZrNa,0.506,0.832,6,-4.148,1,0.071,5.79e-06,0.451,0.0237,0.647,139.973,audio_features,6j2ofpfwQyUFfN6n6k2l3A,spotify:track:6j2ofpfwQyUFfN6n6k2l3A,https://api.spotify.com/v1/tracks/6j2ofpfwQyUFfN6n6k2l3A,https://api.spotify.com/v1/audio-analysis/6j2ofpfwQyUFfN6n6k2l3A,230924,4,['norwegian rock'],rock
Stone of the Seven Suns,3naTFyzCzSGlfECdLk09eE,SuidAkrA,77H7WLYHNHy0klUy1fGXIi,0.224,0.987,0,-5.035,1,0.142,5.93e-05,0.563,0.323,0.243,99.968,audio_features,3naTFyzCzSGlfECdLk09eE,spotify:track:3naTFyzCzSGlfECdLk09eE,https://api.spotify.com/v1/tracks/3naTFyzCzSGlfECdLk09eE,https://api.spotify.com/v1/audio-analysis/3naTFyzCzSGlfECdLk09eE,301960,3,"['celtic metal', 'folk black metal', 'folk metal', 'german melodeath', 'german metal', 'melodic death metal', 'viking metal']",metal
High Five For Life,42Qqt537Ugfk05Gh823uHU,Blood Command,4WfUbvICLrqPW9rzuNGS1f,0.434,0.966,11,-3.601,0,0.144,0.000124,0.0035,0.309,0.319,163.992,audio_features,42Qqt537Ugfk05Gh823uHU,spotify:track:42Qqt537Ugfk05Gh823uHU,https://api.spotify.com/v1/tracks/42Qqt537Ugfk05Gh823uHU,https://api.spotify.com/v1/audio-analysis/42Qqt537Ugfk05Gh823uHU,164474,4,"['norwegian alternative rock', 'norwegian rock']",rock
October,2iaTly1zrG9ioUJqd8nsaj,Jonas Alaska,1OH3Hbbo6G6uBWunJnU148,0.604,0.305,9,-14.186,0,0.0408,0.868,0.000477,0.165,0.484,144.305,audio_features,2iaTly1zrG9ioUJqd8nsaj,spotify:track:2iaTly1zrG9ioUJqd8nsaj,https://api.spotify.com/v1/tracks/2iaTly1zrG9ioUJqd8nsaj,https://api.spotify.com/v1/audio-analysis/2iaTly1zrG9ioUJqd8nsaj,224179,4,"['norwegian indie', 'norwegian pop']",norwegian indie
Tolerate,79rIVTkYVXQ1apsgmQVqCW,The National Bank,7CkUfRn4aQ5tEOQYEnXRAU,0.533,0.448,6,-10.345,0,0.029,0.268,0.0,0.0861,0.379,94.997,audio_features,79rIVTkYVXQ1apsgmQVqCW,spotify:track:79rIVTkYVXQ1apsgmQVqCW,https://api.spotify.com/v1/tracks/79rIVTkYVXQ1apsgmQVqCW,https://api.spotify.com/v1/audio-analysis/79rIVTkYVXQ1apsgmQVqCW,269147,4,['oslo indie'],oslo indie
A Cut Above,7rG01lQ8GlDPN4hBqb9SKu,Avery Watts,4oXIo9igQVX3VYhG8kWot2,0.486,0.994,8,-1.084,1,0.227,0.208,0.0,0.396,0.428,179.978,audio_features,7rG01lQ8GlDPN4hBqb9SKu,spotify:track:7rG01lQ8GlDPN4hBqb9SKu,https://api.spotify.com/v1/tracks/7rG01lQ8GlDPN4hBqb9SKu,https://api.spotify.com/v1/audio-analysis/7rG01lQ8GlDPN4hBqb9SKu,193469,4,['rap metalcore'],rap metal
Telepathetic,4SbNROn7kq8sw2oFfrlT0g,Voicians,5DNApAt05XowaylsOJo1eW,0.352,0.915,4,-2.756,0,0.0482,0.00166,0.000208,0.262,0.334,163.943,audio_features,4SbNROn7kq8sw2oFfrlT0g,spotify:track:4SbNROn7kq8sw2oFfrlT0g,https://api.spotify.com/v1/tracks/4SbNROn7kq8sw2oFfrlT0g,https://api.spotify.com/v1/audio-analysis/4SbNROn7kq8sw2oFfrlT0g,328642,4,"['cyberpunk', 'future rock', 'german dnb']",punk
Worldless,3iaw0ue9GGNGZAhdTA9j3j,I Will Never Be The Same,5gWDvr9V4KoC2boyZD13WT,0.358,0.818,1,-7.365,0,0.059,8.06e-05,0.000752,0.145,0.424,90.038,audio_features,3iaw0ue9GGNGZAhdTA9j3j,spotify:track:3iaw0ue9GGNGZAhdTA9j3j,https://api.spotify.com/v1/tracks/3iaw0ue9GGNGZAhdTA9j3j,https://api.spotify.com/v1/audio-analysis/3iaw0ue9GGNGZAhdTA9j3j,205320,4,['future rock'],rock
Truth Be Known,5K9ka2I5o2T0tmFSpysNqW,Atlas Plug,39ZK2Yf7SuSmYONbsmDEfv,0.55,0.85,7,-6.725,1,0.0323,0.0148,0.93,0.313,0.233,147.963,audio_features,5K9ka2I5o2T0tmFSpysNqW,spotify:track:5K9ka2I5o2T0tmFSpysNqW,https://api.spotify.com/v1/tracks/5K9ka2I5o2T0tmFSpysNqW,https://api.spotify.com/v1/audio-analysis/5K9ka2I5o2T0tmFSpysNqW,285360,4,['future rock'],rock
I'm Already Gone,6yaopzMnKEEImSHWpFd1Vq,ACES,74G0AzQkMM5jk8n25qJOxD,0.613,0.429,11,-10.381,1,0.0569,0.0289,0.0115,0.15,0.628,75.004,audio_features,6yaopzMnKEEImSHWpFd1Vq,spotify:track:6yaopzMnKEEImSHWpFd1Vq,https://api.spotify.com/v1/tracks/6yaopzMnKEEImSHWpFd1Vq,https://api.spotify.com/v1/audio-analysis/6yaopzMnKEEImSHWpFd1Vq,261058,4,['vapor soul'],soul
Handsome Man,6PvCQK3Y9OFsbcnY0ZNSM2,Highs,5l0cYn0wvkjNWgyK58idcn,0.532,0.818,4,-6.628,1,0.0308,0.0531,0.00418,0.0831,0.546,135.005,audio_features,6PvCQK3Y9OFsbcnY0ZNSM2,spotify:track:6PvCQK3Y9OFsbcnY0ZNSM2,https://api.spotify.com/v1/tracks/6PvCQK3Y9OFsbcnY0ZNSM2,https://api.spotify.com/v1/audio-analysis/6PvCQK3Y9OFsbcnY0ZNSM2,277777,4,['toronto indie'],toronto indie
(All Along The) Watchtower - Radio Edit,1N1MlRzwSKyCjfQOuI7kMj,Devlin,7Ks3elJhSP20mD04lgiA68,0.358,0.911,8,-3.388,1,0.273,0.0145,0.0,0.0648,0.44,107.04,audio_features,1N1MlRzwSKyCjfQOuI7kMj,spotify:track:1N1MlRzwSKyCjfQOuI7kMj,https://api.spotify.com/v1/tracks/1N1MlRzwSKyCjfQOuI7kMj,https://api.spotify.com/v1/audio-analysis/1N1MlRzwSKyCjfQOuI7kMj,219156,4,"['grime', 'uk hip hop']",grime
Who Booty (Remix) (feat. French Montana),3zl4HPDF1fCoTZnPjHgSsb,Jonn Hart,7vMpNua6oKT52WWHNUJ1No,0.686,0.541,4,-6.643,0,0.0356,0.0971,0.0,0.423,0.237,96.965,audio_features,3zl4HPDF1fCoTZnPjHgSsb,spotify:track:3zl4HPDF1fCoTZnPjHgSsb,https://api.spotify.com/v1/tracks/3zl4HPDF1fCoTZnPjHgSsb,https://api.spotify.com/v1/audio-analysis/3zl4HPDF1fCoTZnPjHgSsb,189613,4,"['pop r&b', 'slow game']",r&b
Columbia Remix (Dirty),7in3GxNPphXDq1Mcm586el,Young Scooter,4cmA2QDPdzh8W2ytpyUGes,0.752,0.636,7,-6.74,1,0.0655,0.0156,1.61e-05,0.279,0.195,139.918,audio_features,7in3GxNPphXDq1Mcm586el,spotify:track:7in3GxNPphXDq1Mcm586el,https://api.spotify.com/v1/tracks/7in3GxNPphXDq1Mcm586el,https://api.spotify.com/v1/audio-analysis/7in3GxNPphXDq1Mcm586el,310733,4,"['atl trap', 'drill', 'southern hip hop', 'trap']",rap
Roll To Me,7LF0YY1gON8rBECsyEs0Wb,Del Amitri,2Q4FnG5T6NTUcAAZwuMV5K,0.567,0.821,6,-5.894,1,0.0371,0.418,0.0,0.108,0.895,150.106,audio_features,7LF0YY1gON8rBECsyEs0Wb,spotify:track:7LF0YY1gON8rBECsyEs0Wb,https://api.spotify.com/v1/tracks/7LF0YY1gON8rBECsyEs0Wb,https://api.spotify.com/v1/audio-analysis/7LF0YY1gON8rBECsyEs0Wb,132307,4,"['britpop', 'melancholia', 'new wave pop', 'scottish rock']",pop
Somewhere in My Heart,0pBqW7bLA3soohExT1bU8g,Aztec Camera,7sbwBqdkynNUDgiWU3TQ5J,0.652,0.713,0,-9.89,1,0.0278,0.107,0.0,0.124,0.575,133.847,audio_features,0pBqW7bLA3soohExT1bU8g,spotify:track:0pBqW7bLA3soohExT1bU8g,https://api.spotify.com/v1/tracks/0pBqW7bLA3soohExT1bU8g,https://api.spotify.com/v1/audio-analysis/0pBqW7bLA3soohExT1bU8g,242707,4,"['melancholia', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'sophisti-pop']",new wave
Broken Horse,6D7FJlp3r8HHC3SftojK6M,Freelance Whales,7ucqItQmz1PCNHBFSbr0ki,0.54,0.46,4,-8.037,0,0.0288,0.686,0.137,0.375,0.217,130.849,audio_features,6D7FJlp3r8HHC3SftojK6M,spotify:track:6D7FJlp3r8HHC3SftojK6M,https://api.spotify.com/v1/tracks/6D7FJlp3r8HHC3SftojK6M,https://api.spotify.com/v1/audio-analysis/6D7FJlp3r8HHC3SftojK6M,278867,4,"['shimmer pop', 'stomp and holler']",stomp and holler
Fanfare,2WQzsRjsNuQz8KGEXNcJCU,Magic City Hippies,1ikg4sypcURm8Vy5GP68xb,0.585,0.62,6,-9.075,1,0.0538,0.0124,0.0164,0.135,0.725,80.021,audio_features,2WQzsRjsNuQz8KGEXNcJCU,spotify:track:2WQzsRjsNuQz8KGEXNcJCU,https://api.spotify.com/v1/tracks/2WQzsRjsNuQz8KGEXNcJCU,https://api.spotify.com/v1/audio-analysis/2WQzsRjsNuQz8KGEXNcJCU,264000,4,['miami indie'],miami indie
Lose My Mind,4bmC6mu2R9LwYLI2XxFyMW,Wales,3IxDETkXytMePFoyf7PYWQ,0.515,0.681,0,-9.022,1,0.0356,0.057,0.763,0.102,0.594,173.971,audio_features,4bmC6mu2R9LwYLI2XxFyMW,spotify:track:4bmC6mu2R9LwYLI2XxFyMW,https://api.spotify.com/v1/tracks/4bmC6mu2R9LwYLI2XxFyMW,https://api.spotify.com/v1/audio-analysis/4bmC6mu2R9LwYLI2XxFyMW,212414,4,['vapor pop'],pop
Turbo Penguin,10McjLEshIntz70hO2Jz50,Sound Remedy,1UtzKaSQyctQO8GN8EyzOn,0.708,0.949,1,-4.191,1,0.0734,0.0145,0.00304,0.311,0.143,128.028,audio_features,10McjLEshIntz70hO2Jz50,spotify:track:10McjLEshIntz70hO2Jz50,https://api.spotify.com/v1/tracks/10McjLEshIntz70hO2Jz50,https://api.spotify.com/v1/audio-analysis/10McjLEshIntz70hO2Jz50,211273,4,['chillstep'],chillstep
All I See,27SCWrUQJu4WNox1lu7YyG,jackLNDN,6ZPZXXnq3PbxZSR9vu9fso,0.754,0.614,5,-7.564,0,0.034,0.531,0.579,0.114,0.692,116.988,audio_features,27SCWrUQJu4WNox1lu7YyG,spotify:track:27SCWrUQJu4WNox1lu7YyG,https://api.spotify.com/v1/tracks/27SCWrUQJu4WNox1lu7YyG,https://api.spotify.com/v1/audio-analysis/27SCWrUQJu4WNox1lu7YyG,300641,4,['nu disco'],disco
Dream,5GCrBPWKpgH4H3bLLnvWm7,Autograf,0FVj4JuzTyudaXAwfqDQ20,0.839,0.644,2,-5.159,0,0.0429,0.161,0.762,0.086,0.102,104.98,audio_features,5GCrBPWKpgH4H3bLLnvWm7,spotify:track:5GCrBPWKpgH4H3bLLnvWm7,https://api.spotify.com/v1/tracks/5GCrBPWKpgH4H3bLLnvWm7,https://api.spotify.com/v1/audio-analysis/5GCrBPWKpgH4H3bLLnvWm7,279429,4,"['deep tropical house', 'pop edm', 'vapor soul', 'vapor twitch']",tropical
Treat Me Like Fire,1a2sYpCigIOnj3OPvPk4rF,LION BABE,4VA3EAvncrTucjTmrvd4GE,0.646,0.69,6,-7.207,1,0.0833,0.239,0.00321,0.654,0.319,91.971,audio_features,1a2sYpCigIOnj3OPvPk4rF,spotify:track:1a2sYpCigIOnj3OPvPk4rF,https://api.spotify.com/v1/tracks/1a2sYpCigIOnj3OPvPk4rF,https://api.spotify.com/v1/audio-analysis/1a2sYpCigIOnj3OPvPk4rF,249893,4,"['alternative r&b', 'indie soul']",r&b
She's a Riot,4xy9nsO8EX4OR0c6lf0WFu,The Jungle Giants,6wFwvxJkurQPU2UdeD4qVt,0.494,0.915,7,-3.795,1,0.0583,0.00214,0.0,0.11,0.607,100.133,audio_features,4xy9nsO8EX4OR0c6lf0WFu,spotify:track:4xy9nsO8EX4OR0c6lf0WFu,https://api.spotify.com/v1/tracks/4xy9nsO8EX4OR0c6lf0WFu,https://api.spotify.com/v1/audio-analysis/4xy9nsO8EX4OR0c6lf0WFu,221493,4,['australian indie'],australian indie
All I Wanna Say,2Fxda4TXcPEj2LHZCa1O0z,Lontalius,6v6tycmzJDLrgOXTj7mbT9,0.521,0.374,1,-10.944,1,0.0404,0.189,0.00433,0.0984,0.0395,103.015,audio_features,2Fxda4TXcPEj2LHZCa1O0z,spotify:track:2Fxda4TXcPEj2LHZCa1O0z,https://api.spotify.com/v1/tracks/2Fxda4TXcPEj2LHZCa1O0z,https://api.spotify.com/v1/audio-analysis/2Fxda4TXcPEj2LHZCa1O0z,230720,4,['nz pop'],pop
